l n nu dnu n_g
0 3 168.434 0.151 0 
0 4 199.757 0.144 0 
0 5 230.755 0.137 0 
0 6 262.029 0.130 0 
0 7 293.849 0.124 0 
0 8 326.080 0.059 0 
0 9 357.739 0.033 0 
0 10 388.483 0.036 0 
0 11 419.371 0.024 0 
0 12 451.174 0.023 0 
0 13 483.878 0.017 0 
0 14 517.242 0.017 0 
0 15 550.337 0.020 0 
0 16 583.138 0.032 0 
0 17 615.766 0.058 0 
0 18 648.519 0.162 0 
0 19 681.462 0.202 0 
0 20 714.392 0.213 0 
0 21 747.808 0.223 0 
0 22 781.479 0.234 0 
0 23 815.441 0.246 0 
0 24 848.130 0.258 0 
1 -14 157.256 0.250 17 
1 -9 165.586 0.238 12 
1 -10 170.973 0.227 13 
1 -11 177.436 0.216 15 
1 -10 183.592 0.206 14 
1 -9 195.676 0.196 13 
1 -8 206.938 0.187 12 
1 -7 211.732 0.178 12 
1 -6 229.187 0.169 11 
1 -1 238.071 0.161 6 
1 -4 251.881 0.153 10 
1 3 269.057 0.146 3 
1 -2 278.609 0.139 9 
1 3 299.875 0.133 4 
1 0 311.908 0.126 8 
1 5 331.554 0.120 3 
1 4 350.048 0.115 5 
1 3 364.665 0.108 6 
1 8 385.485 0.054 2 
1 5 403.453 0.040 6 
1 8 424.364 0.030 3 
1 9 443.138 0.024 3 
1 8 467.069 0.018 5 
1 9 491.808 0.018 4 
1 12 510.564 0.015 2 
1 13 536.224 0.019 2 
1 12 565.776 0.027 4 
1 13 591.980 0.055 3 
1 14 608.450 0.110 3 
1 15 634.607 0.236 3 
1 16 665.628 0.247 3 
1 17 697.463 0.260 3 
1 18 729.044 0.273 3 
1 19 757.652 0.286 2 
1 20 773.458 0.301 2 
1 21 799.945 0.316 2 
1 22 832.257 0.332 2 
2 -27 154.944 0.271 30 
2 -26 158.831 0.258 29 
2 -25 164.466 0.246 28 
2 -24 167.624 0.234 27 
2 -23 171.472 0.223 26 
2 -22 178.321 0.212 25 
2 -21 185.343 0.202 25 
2 -20 190.758 0.193 24 
2 -19 194.072 0.183 23 
2 -18 202.032 0.175 22 
2 -17 208.512 0.166 21 
2 -16 214.253 0.158 20 
2 -15 223.350 0.151 20 
2 -14 227.563 0.144 19 
2 -13 236.199 0.137 18 
2 -12 249.040 0.130 17 
2 -11 256.130 0.124 17 
2 -10 264.030 0.118 16 
2 -9 278.587 0.113 15 
2 -8 286.426 0.107 15 
2 -7 294.252 0.102 14 
2 -6 305.545 0.097 13 
2 -5 321.617 0.093 13 
2 -4 326.180 0.088 12 
2 -3 349.954 0.084 12 
2 -2 353.898 0.080 11 
2 -1 379.287 0.076 10 
2 0 384.806 0.073 10 
2 1 413.995 0.069 10 
2 2 415.932 0.066 9 
2 3 447.503 0.044 9 
2 4 456.353 0.035 8 
2 5 480.392 0.029 8 
2 6 507.897 0.028 7 
2 7 513.866 0.041 7 
2 8 547.165 0.072 7 
2 9 572.117 0.193 6 
2 10 579.914 0.315 6 
2 11 613.433 0.331 6 
2 12 644.794 0.347 6 
2 13 650.959 0.365 5 
2 14 678.698 0.383 5 
2 15 711.944 0.402 5 
2 16 743.408 0.422 5 
2 17 747.429 0.443 4 
2 18 779.456 0.466 4 
2 19 812.259 0.489 4 
2 20 845.848 0.513 4 
