l n nu dnu n_g
0 2 119.751 0.121 0 
0 3 149.627 0.116 0 
0 4 178.411 0.110 0 
0 5 207.688 0.105 0 
0 6 236.531 0.100 0 
0 7 264.856 0.048 0 
0 8 291.655 0.027 0 
0 9 319.001 0.029 0 
0 10 347.391 0.019 0 
0 11 376.246 0.019 0 
0 12 404.561 0.014 0 
0 13 432.674 0.014 0 
0 14 461.522 0.017 0 
0 15 490.826 0.027 0 
0 16 520.388 0.049 0 
0 17 549.626 0.137 0 
0 18 579.544 0.172 0 
0 19 608.533 0.181 0 
0 20 638.052 0.190 0 
0 21 667.742 0.199 0 
0 22 697.318 0.209 0 
0 23 726.363 0.220 0 
1 -13 129.770 0.373 16 
1 -28 132.824 0.356 31 
1 -27 136.193 0.339 30 
1 -26 141.941 0.322 29 
1 -25 145.934 0.307 28 
1 -24 152.164 0.293 27 
1 -5 154.730 0.279 8 
1 -22 158.888 0.265 26 
1 -21 164.639 0.253 25 
1 -20 171.627 0.241 24 
1 -3 177.479 0.229 7 
1 -6 181.793 0.218 10 
1 -17 187.845 0.208 21 
1 -2 192.944 0.198 7 
1 -7 199.506 0.189 12 
1 -14 209.236 0.180 19 
1 -13 216.406 0.171 18 
1 -12 221.301 0.163 18 
1 -11 233.167 0.155 17 
1 0 243.964 0.148 6 
1 -9 248.476 0.141 16 
1 -8 263.827 0.134 15 
1 3 271.442 0.128 4 
1 -6 282.826 0.122 14 
1 5 296.258 0.116 3 
1 -4 304.666 0.110 13 
1 5 320.842 0.105 4 
1 -2 329.897 0.098 11 
1 7 346.434 0.049 3 
1 0 358.863 0.036 10 
1 7 373.480 0.026 4 
1 2 390.711 0.021 10 
1 9 402.720 0.015 3 
1 10 421.890 0.016 3 
1 5 439.256 0.013 8 
1 10 452.510 0.016 4 
1 7 476.374 0.023 8 
1 8 493.790 0.046 7 
1 13 509.374 0.092 3 
1 10 534.497 0.199 7 
1 11 555.551 0.209 6 
1 14 569.859 0.219 4 
1 15 594.883 0.230 4 
1 14 621.217 0.241 6 
1 15 639.608 0.253 5 
1 18 656.597 0.266 3 
1 19 682.979 0.279 3 
1 18 711.420 0.293 5 
1 19 737.435 0.308 4 
2 -54 127.218 0.615 56 
2 -52 131.601 0.586 54 
2 -52 132.420 0.558 54 
2 -50 136.194 0.531 53 
2 -49 138.175 0.506 52 
2 -48 140.985 0.482 51 
2 -47 143.692 0.459 50 
2 -46 144.656 0.437 49 
2 -45 146.561 0.416 48 
2 -44 150.714 0.397 47 
2 -43 153.403 0.378 46 
2 -42 156.586 0.360 45 
2 -41 160.747 0.343 44 
2 -40 163.969 0.326 43 
2 -38 169.203 0.311 42 
2 -37 173.319 0.296 41 
2 -36 175.434 0.282 40 
2 -35 177.825 0.268 39 
2 -34 182.489 0.256 38 
2 -33 187.328 0.243 37 
2 -32 192.474 0.232 36 
2 -31 198.150 0.221 36 
2 -30 201.099 0.210 35 
2 -29 204.271 0.200 34 
2 -28 210.058 0.191 33 
2 -27 215.173 0.182 32 
2 -26 219.075 0.173 31 
2 -25 225.124 0.165 30 
2 -24 231.662 0.157 30 
2 -23 233.759 0.149 29 
2 -22 240.933 0.142 28 
2 -21 249.345 0.136 27 
2 -20 258.140 0.129 27 
2 -19 261.014 0.123 26 
2 -18 268.731 0.117 25 
2 -17 279.221 0.112 24 
2 -16 287.769 0.106 24 
2 -15 290.839 0.101 23 
2 -14 302.425 0.096 22 
2 -13 312.688 0.092 22 
2 -12 316.346 0.087 21 
2 -11 325.030 0.083 20 
2 -10 337.712 0.079 19 
2 -9 344.556 0.075 19 
2 -8 353.643 0.072 18 
2 -7 371.658 0.068 18 
2 -6 373.635 0.065 17 
2 -5 392.505 0.062 16 
2 -4 401.773 0.039 16 
2 -3 415.930 0.032 15 
2 -2 429.904 0.026 15 
2 -1 442.442 0.024 14 
2 0 458.651 0.037 14 
2 1 472.539 0.062 13 
2 2 488.254 0.164 13 
2 3 506.631 0.275 12 
2 4 518.102 0.289 12 
2 5 545.911 0.303 12 
2 6 547.034 0.319 11 
2 7 576.249 0.335 11 
2 8 591.344 0.351 10 
2 9 606.371 0.369 10 
2 10 635.456 0.387 10 
2 11 644.730 0.407 9 
2 12 665.142 0.427 9 
2 13 694.868 0.448 9 
2 14 709.469 0.471 8 
2 15 724.147 0.494 8 
