l n nu dnu n_g
0 3 174.564 0.156 0 
0 4 207.182 0.148 0 
0 5 238.867 0.141 0 
0 6 270.803 0.135 0 
0 7 303.727 0.128 0 
0 8 336.866 0.061 0 
0 9 370.090 0.034 0 
0 10 403.146 0.037 0 
0 11 435.190 0.024 0 
0 12 467.533 0.023 0 
0 13 500.919 0.018 0 
0 14 535.064 0.017 0 
0 15 569.644 0.021 0 
0 16 604.340 0.033 0 
0 17 638.667 0.060 0 
0 18 672.948 0.168 0 
0 19 706.822 0.210 0 
0 20 741.030 0.220 0 
0 21 774.991 0.231 0 
0 22 809.709 0.243 0 
0 23 844.596 0.255 0 
0 24 879.053 0.268 0 
1 -5 167.374 0.233 8 
1 -10 174.991 0.222 13 
1 -9 182.259 0.211 12 
1 -8 188.720 0.201 12 
1 -7 204.046 0.191 11 
1 -6 213.857 0.182 10 
1 -5 224.268 0.174 10 
1 -2 244.846 0.165 7 
1 -3 249.130 0.157 9 
1 -2 275.740 0.150 8 
1 -1 280.450 0.143 7 
1 4 308.507 0.136 3 
1 1 316.878 0.130 7 
1 6 341.441 0.123 2 
1 3 358.882 0.117 6 
1 4 377.745 0.112 5 
1 7 399.117 0.056 3 
1 6 419.176 0.042 5 
1 7 443.087 0.031 4 
1 10 462.864 0.025 2 
1 9 486.401 0.019 4 
1 10 515.101 0.019 4 
1 11 539.106 0.016 3 
1 12 559.120 0.020 3 
1 13 588.774 0.028 3 
1 14 621.246 0.058 3 
1 15 653.454 0.118 3 
1 16 680.025 0.253 2 
1 17 696.667 0.265 2 
1 18 725.268 0.279 2 
1 19 758.477 0.292 2 
1 20 792.354 0.307 2 
1 21 826.268 0.322 2 
1 22 860.134 0.339 2 
1 23 893.584 0.356 2 
2 -21 170.302 0.242 24 
2 -20 172.622 0.231 23 
2 -19 180.206 0.220 22 
2 -18 188.406 0.209 21 
2 -17 194.905 0.199 21 
2 -16 199.258 0.190 20 
2 -15 207.840 0.181 19 
2 -14 212.421 0.172 18 
2 -13 221.970 0.164 17 
2 -12 232.886 0.156 17 
2 -11 235.907 0.149 16 
2 -10 249.982 0.142 15 
2 -9 262.610 0.135 15 
2 -8 267.731 0.129 14 
2 -7 281.211 0.122 13 
2 -6 292.347 0.117 13 
2 -5 300.717 0.111 12 
2 -4 312.742 0.106 11 
2 -3 332.400 0.101 11 
2 -2 338.035 0.096 10 
2 -1 365.595 0.091 10 
2 0 368.767 0.087 9 
2 1 399.193 0.083 9 
2 2 406.498 0.079 8 
2 3 431.551 0.075 8 
2 4 452.218 0.072 7 
2 5 463.935 0.045 7 
2 6 497.340 0.038 7 
2 7 509.515 0.030 6 
2 8 531.558 0.029 6 
2 9 566.278 0.046 6 
2 10 582.235 0.076 5 
2 11 601.092 0.203 5 
2 12 635.450 0.345 5 
2 13 669.024 0.362 5 
2 14 672.781 0.381 4 
2 15 704.307 0.400 4 
2 16 737.316 0.420 4 
2 17 771.345 0.441 4 
2 18 788.047 0.463 3 
2 19 807.140 0.486 3 
2 20 841.665 0.510 3 
2 21 876.849 0.535 3 
