name value uncertainty
Mode 0 0
logP -0.294 0
V_A 0.865 0
V_Sk 2.356 0
V_Ac 2.676 0
V_mean_mag 20.339 0.018
V_R21 0.467 0.08
V_R31 0.241 0.076
V_P21 1.969 0.23
V_P31 4.816 0.399
I_A 0.507 0
I_Sk 2.937 0
I_Ac 1.841 0
I_mean_mag 17.663 0.001
I_R21 0.423 0.009
I_R31 0.214 0.008
I_P21 2.631 0.025
I_P31 5.194 0.045
