name value uncertainty
Mode 0 0
logP -0.176 0
I_A 0.653 0
I_Sk 4.587 0
I_Ac 1.299 0
I_mean_mag 15.949 0.001
I_R21 0.535 0.006
I_R31 0.337 0.005
I_P21 2.879 0.013
I_P31 5.849 0.02
