name value uncertainty
Mode 0 0
logP -0.32 0
I_A 0.792 0
I_Sk 6.143 0
I_Ac 2.012 0
I_mean_mag 18.708 0.001
I_R21 0.523 0.004
I_R31 0.37 0.004
I_P21 2.538 0.011
I_P31 5.379 0.016
