name value uncertainty
Mode 0 0
logP -0.222 0
V_A 0.584 0
V_Sk 3.386 0
V_Ac 1.597 0
V_mean_mag 17.863 0.002
V_R21 0.451 0.014
V_R31 0.258 0.012
V_P21 2.553 0.035
V_P31 5.46 0.061
I_A 0.371 0
I_Sk 3.566 0
I_Ac 0.88 0
I_mean_mag 16.387 0
I_R21 0.455 0.004
I_R31 0.257 0.004
I_P21 3.094 0.011
I_P31 0.102 0.019
