name value uncertainty
Mode 0 0
logP -0.296 0
I_A 0.499 0
I_Sk 2.106 0
I_Ac 1.833 0
I_mean_mag 17.237 0.002
I_R21 0.378 0.011
I_R31 0.139 0.011
I_P21 2.612 0.035
I_P31 5.008 0.082
