name value uncertainty
Mode 0 0
logP -0.213 0
V_A 0.877 0
V_Sk -0.157 0
V_Ac 1.604 0
V_mean_mag 18.396 0.003
V_R21 0.495 0.016
V_R31 0.318 0.014
V_P21 2.575 0.038
V_P31 5.43 0.062
I_A 0.555 0
I_Sk 4.155 0
I_Ac 0.98 0
I_mean_mag 16.666 0
I_R21 0.511 0.004
I_R31 0.321 0.004
I_P21 3.041 0.01
I_P31 6.199 0.015
