name value uncertainty
Mode 0 0
logP -0.188 0
I_A 0.715 0
I_Sk 4.714 0
I_Ac 1.375 0
I_mean_mag 16.509 0.001
I_R21 0.505 0.008
I_R31 0.308 0.007
I_P21 2.873 0.02
I_P31 5.806 0.032
