name value uncertainty
Mode 1 0
logP -0.499 0
V_A 0.46 0
V_Sk -0.245 0
V_Ac 1.008 0
V_mean_mag 17.052 0.008
V_R21 0.083 0.057
V_R31 0.091 0.055
V_P21 2.767 0.34
V_P31 0.352 0.656
