name value uncertainty
Mode 0 0
logP -0.304 0
V_A 1.152 0
V_Sk 2.937 0
V_Ac 3.098 0
V_mean_mag 17.659 0.009
V_R21 0.497 0.031
V_R31 0.276 0.031
V_P21 2.245 0.086
V_P31 4.511 0.136
I_A 0.682 0
I_Sk 3.878 0
I_Ac 1.688 0
I_mean_mag 16.278 0.001
I_R21 0.474 0.006
I_R31 0.259 0.006
I_P21 2.68 0.018
I_P31 5.499 0.03
