name value uncertainty
Mode 1 0
logP -0.412 0
V_A 0.482 0
V_Sk 1.037 0
V_Ac 0.905 0
V_mean_mag 20.268 0.009
V_R21 0.09 0.062
V_R31 0.069 0.059
V_P21 4.805 0.595
V_P31 2.915 0.805
