name value uncertainty
Mode 1 0
logP -0.535 0
V_A 0.555 0
V_Sk 1.257 0
V_Ac 1.041 0
V_mean_mag 18.148 0.002
V_R21 0.229 0.011
V_R31 0.08 0.011
V_P21 3.018 0.057
V_P31 5.839 0.149
