name value uncertainty
Mode 1 0
logP -0.526 0
V_A 0.408 0
V_Sk 0.916 0
V_Ac 1.096 0
V_mean_mag 18.672 0.004
V_R21 0.175 0.038
V_R31 0.063 0.031
V_P21 3.086 0.188
V_P31 0.718 0.605
