l n nu dnu n_g
0 2 126.512 0.126 0 
0 3 156.099 0.120 0 
0 4 186.165 0.114 0 
0 5 215.514 0.109 0 
0 6 245.404 0.104 0 
0 7 275.192 0.050 0 
0 8 304.304 0.028 0 
0 9 332.390 0.031 0 
0 10 360.980 0.020 0 
0 11 390.973 0.020 0 
0 12 421.420 0.015 0 
0 13 451.624 0.014 0 
0 14 481.363 0.017 0 
0 15 511.315 0.028 0 
0 16 541.689 0.051 0 
0 17 572.520 0.143 0 
0 18 603.637 0.179 0 
0 19 635.023 0.188 0 
0 20 665.914 0.198 0 
0 21 696.342 0.208 0 
0 22 726.960 0.218 0 
0 23 757.780 0.229 0 
1 -22 135.721 0.294 25 
1 -21 141.412 0.280 24 
1 -20 147.601 0.267 23 
1 -19 154.217 0.254 22 
1 -6 160.232 0.242 9 
1 -17 162.614 0.230 20 
1 -16 170.697 0.219 20 
1 -5 177.588 0.209 9 
1 -4 183.534 0.199 8 
1 -13 191.599 0.189 17 
1 -12 196.285 0.180 17 
1 -11 204.868 0.172 16 
1 -10 217.401 0.164 15 
1 -9 223.576 0.156 14 
1 -8 233.321 0.148 14 
1 -7 250.017 0.141 13 
1 -6 253.907 0.135 12 
1 -5 270.296 0.128 12 
1 4 281.997 0.122 3 
1 -3 294.261 0.116 11 
1 4 309.502 0.111 4 
1 -1 322.107 0.105 10 
1 6 336.495 0.100 3 
1 5 353.701 0.050 5 
1 6 366.172 0.036 4 
1 9 385.167 0.027 2 
1 4 402.584 0.022 7 
1 9 418.289 0.016 3 
1 10 438.897 0.016 3 
1 7 460.067 0.014 6 
1 10 475.116 0.017 4 
1 11 497.738 0.024 4 
1 10 522.273 0.049 5 
1 13 538.616 0.098 3 
1 14 560.518 0.208 3 
1 13 588.113 0.218 5 
1 14 614.214 0.229 4 
1 15 629.936 0.241 4 
1 18 652.970 0.253 2 
1 19 682.102 0.266 2 
1 18 710.886 0.279 4 
1 19 739.896 0.293 3 
1 20 758.407 0.307 3 
2 -42 133.480 0.393 44 
2 -41 134.977 0.375 43 
2 -39 142.887 0.357 42 
2 -38 145.819 0.340 41 
2 -37 148.215 0.324 40 
2 -36 150.491 0.308 39 
2 -35 153.345 0.294 38 
2 -34 158.122 0.280 37 
2 -33 162.733 0.266 36 
2 -32 165.069 0.254 35 
2 -30 173.669 0.242 34 
2 -29 178.488 0.230 33 
2 -28 180.531 0.219 32 
2 -27 184.504 0.209 31 
2 -26 190.293 0.199 30 
2 -25 197.026 0.189 29 
2 -24 203.112 0.180 29 
2 -23 206.836 0.172 28 
2 -22 212.231 0.164 27 
2 -21 216.577 0.156 26 
2 -20 222.054 0.148 25 
2 -19 230.282 0.141 24 
2 -18 239.305 0.135 24 
2 -17 241.519 0.128 23 
2 -16 250.033 0.122 22 
2 -15 261.174 0.116 21 
2 -14 270.330 0.111 21 
2 -13 274.043 0.105 20 
2 -12 286.795 0.100 19 
2 -11 297.445 0.096 19 
2 -10 301.854 0.091 18 
2 -9 310.925 0.087 17 
2 -8 324.323 0.083 17 
2 -7 329.641 0.079 16 
2 -6 343.112 0.075 15 
2 -5 357.693 0.071 15 
2 -4 364.652 0.068 14 
2 -3 387.470 0.065 14 
2 -2 389.455 0.062 13 
2 -1 417.224 0.041 13 
2 0 418.524 0.032 12 
2 1 448.285 0.027 12 
2 2 450.006 0.025 11 
2 3 478.360 0.039 11 
2 4 487.337 0.064 10 
2 5 508.404 0.171 10 
2 6 532.092 0.289 9 
2 7 538.612 0.303 9 
2 8 569.373 0.318 9 
2 9 585.402 0.334 8 
2 10 601.247 0.351 8 
2 11 631.102 0.369 8 
2 12 650.330 0.387 7 
2 13 662.979 0.406 7 
2 14 692.909 0.427 7 
2 15 724.283 0.448 7 
2 16 729.073 0.470 6 
2 17 754.889 0.494 6 
