l n nu dnu n_g
0 3 178.227 0.159 0 
0 4 211.654 0.151 0 
0 5 243.955 0.144 0 
0 6 276.376 0.137 0 
0 7 309.652 0.131 0 
0 8 343.348 0.062 0 
0 9 377.351 0.035 0 
0 10 411.200 0.038 0 
0 11 444.591 0.025 0 
0 12 477.545 0.024 0 
0 13 511.091 0.018 0 
0 14 545.748 0.017 0 
0 15 580.933 0.021 0 
0 16 616.381 0.034 0 
0 17 651.954 0.061 0 
0 18 686.998 0.172 0 
0 19 721.971 0.214 0 
0 20 756.845 0.225 0 
0 21 791.747 0.236 0 
0 22 826.439 0.248 0 
0 23 862.173 0.261 0 
0 24 897.212 0.274 0 
1 -9 177.045 0.232 12 
1 -8 185.417 0.221 11 
1 -7 191.921 0.211 11 
1 -6 209.935 0.201 10 
1 -5 218.261 0.191 9 
1 -4 232.456 0.182 9 
1 1 250.322 0.173 4 
1 -2 260.408 0.165 8 
1 3 282.908 0.157 3 
1 0 295.311 0.150 7 
1 5 316.523 0.143 2 
1 2 337.210 0.136 6 
1 3 351.594 0.129 5 
1 6 376.367 0.123 3 
1 5 394.885 0.117 5 
1 6 418.981 0.059 4 
1 9 439.655 0.044 2 
1 8 462.419 0.033 4 
1 9 489.877 0.027 3 
1 10 512.816 0.020 3 
1 11 534.277 0.020 3 
1 12 564.533 0.017 3 
1 13 597.561 0.021 3 
1 14 628.999 0.030 2 
1 15 648.688 0.060 2 
1 16 672.381 0.122 2 
1 17 705.262 0.262 2 
1 18 738.868 0.275 2 
1 19 772.953 0.289 2 
1 20 807.309 0.303 2 
1 21 841.172 0.318 2 
1 22 874.685 0.334 1 
1 23 896.912 0.351 1 
1 24 918.059 0.368 1 
2 -19 172.526 0.242 22 
2 -18 176.425 0.230 21 
2 -17 185.300 0.219 20 
2 -16 194.108 0.209 19 
2 -15 198.091 0.199 19 
2 -14 206.834 0.189 18 
2 -13 212.948 0.180 17 
2 -12 220.104 0.172 16 
2 -11 233.610 0.164 16 
2 -10 238.285 0.156 15 
2 -9 249.700 0.148 14 
2 -8 264.715 0.141 14 
2 -7 270.134 0.135 13 
2 -6 282.245 0.128 12 
2 -5 294.479 0.122 11 
2 -4 305.741 0.116 11 
2 -3 316.639 0.111 10 
2 -2 338.466 0.105 10 
2 -1 345.179 0.100 9 
2 0 372.740 0.096 9 
2 1 380.648 0.091 8 
2 2 407.043 0.087 8 
2 3 423.460 0.083 7 
2 4 440.738 0.079 7 
2 5 473.556 0.075 7 
2 6 476.918 0.046 6 
2 7 507.545 0.039 6 
2 8 541.926 0.032 6 
2 9 546.059 0.030 5 
2 10 577.619 0.047 5 
2 11 613.039 0.081 5 
2 12 632.773 0.213 4 
2 13 648.583 0.352 4 
2 14 682.871 0.370 4 
2 15 718.634 0.388 4 
2 16 740.960 0.408 3 
2 17 754.040 0.428 3 
2 18 788.559 0.450 3 
2 19 823.268 0.472 3 
2 20 859.058 0.496 3 
2 21 893.926 0.521 3 
2 22 906.846 0.547 2 
