n l nu dnu
13 1 1593.22617181 0.550155178671
14 0 1652.41841596 0.529481298424
14 1 1699.27232447 0.577054399097
15 0 1758.45098321 0.649746482491
15 1 1806.71534703 0.285252153994
16 0 1864.44220111 0.260391861421
16 1 1911.90160409 0.155683077502
17 0 1969.9406701 0.194599843649
17 1 2019.17264072 0.174149789003
17 2 2070.37119468 0.546781026977
18 0 2077.53801092 0.206318038275
18 1 2127.01197485 0.119844103883
18 2 2178.09461205 0.271517506877
19 0 2184.83203956 0.105372760249
19 1 2234.77027751 0.108506129639
19 2 2285.95575035 0.280102074407
20 0 2291.86094314 0.168007775966
20 1 2342.42579846 0.159538686937
20 2 2393.36911022 0.518754146432
21 0 2399.37313716 0.234107833102
21 1 2449.56233806 0.303822200573
21 2 2501.51062448 0.93023322722
22 0 2507.17679706 0.348123566925
22 1 2558.39542161 0.475483669365
22 2 2610.91663038 1.0749905607
23 0 2616.20203347 1.11857108529
23 1 2666.3624767 1.18672166237
23 2 2719.0258075 3.54642267704
24 0 2724.31781149 1.49064438669
24 1 2774.68446675 1.86830842477
24 2 2828.3102321 1.58944748799
25 0 2833.12405434 2.13924507395
25 1 2881.55809473 1.25769610669
