n l nu dnu
12 1 1393.95275105 0.266559978987
13 0 1450.00073384 0.293320147801
13 1 1495.29233381 0.242693986595
13 2 1541.56654387 0.561814730027
14 0 1550.26855921 0.187225807775
14 1 1594.82839543 0.163159546467
14 2 1641.7175559 0.52569141788
15 0 1649.74650825 0.121807451021
15 1 1694.16515969 0.113883568654
15 2 1741.09442244 0.152273519009
16 0 1748.28749458 0.0860884816078
16 1 1793.37991283 0.091993827072
16 2 1841.37456832 0.166701778846
17 0 1847.81251304 0.0736614583612
17 1 1893.75357638 0.0813211978584
17 2 1941.90426187 0.103964673475
18 0 1948.23072746 0.0629651855104
18 1 1994.8701659 0.0661231831573
18 2 2042.99999626 0.126822378481
19 0 2049.42002311 0.0677910994764
18 3 2085.89800968 0.39083078952
19 1 2095.83338914 0.0639966774793
19 2 2143.85054445 0.122767147514
20 0 2150.01575545 0.0732636244018
19 3 2187.63023637 0.549214824107
20 1 2196.8549891 0.0696035701367
20 2 2245.30132749 0.127546140949
21 0 2250.62180454 0.0878748168971
20 3 2288.50967205 0.839898163749
21 1 2297.83615733 0.0887490170567
21 2 2345.41209191 0.318421003958
22 0 2351.52046881 0.175626610315
21 3 2389.7523073 0.959946288355
22 1 2399.24267794 0.139756828363
22 2 2447.35041351 0.376941809239
23 0 2452.92384279 0.232187316978
23 1 2501.14573305 0.196482224734
23 2 2550.69239547 0.441777316621
24 0 2556.56907143 0.342643873294
24 1 2604.04311461 0.356987519705
24 2 2650.00472971 0.891859712448
25 0 2656.16444522 0.57119135685
25 1 2706.82014642 0.623405617556
25 2 2754.72650303 0.850509419331
26 0 2760.68876046 0.765728482703
26 1 2808.90125822 0.608184803502
26 2 2854.48757087 1.20812349895
27 0 2863.21446266 0.844788824642
27 1 2910.02708065 1.10252580723
