n l nu dnu
9 2 569.722942122 2.52383799035
10 0 573.863807601 0.643615283828
10 1 595.719022994 0.483329176909
10 2 620.025666905 1.35440939286
11 0 624.529417582 0.710396293671
11 1 645.743961822 0.333762770578
11 2 668.331791934 1.73815549044
12 0 673.502188039 0.538783345339
12 1 694.223314827 0.25777307319
12 2 719.610402671 0.631464075027
13 0 723.02715384 0.386086546803
13 1 745.113175798 0.207643113969
13 2 771.063362193 0.502539340883
14 0 775.452015585 0.387416238248
14 1 797.021199866 0.21315380647
14 2 823.880081923 0.441337740703
15 0 827.578792297 0.287811229951
15 1 849.238405196 0.200293000139
15 2 874.536022672 0.496864900906
16 0 877.840974689 0.453408661673
16 1 900.365842008 0.242345820981
16 2 924.828239433 0.861455311047
17 0 930.274721719 0.562937125179
17 1 951.339667967 0.215106840231
17 2 976.513697331 0.977847834789
18 0 980.374491384 0.501173247757
18 1 1002.51433182 0.219231408402
18 2 1029.39004965 0.439724583742
19 0 1030.62971711 0.287659803734
19 1 1054.16430181 0.222244336272
19 2 1081.57276399 0.53401531696
20 0 1083.65771277 0.347981972176
20 1 1107.09609676 0.254598407152
20 2 1134.22348222 0.778946567228
21 0 1136.23906135 0.465417748785
21 1 1159.54059129 0.327345308323
21 2 1186.68727496 0.640346914545
22 0 1189.4817997 0.498896126428
22 1 1213.45593312 0.432214730082
22 2 1239.57984812 1.17713770374
23 0 1241.49832042 0.565569986364
23 1 1265.36455833 0.433468654376
23 2 1289.54981881 1.43908835786
24 0 1294.01677646 0.782729281626
24 1 1319.55926175 0.79459346743
24 2 1343.53064456 1.56578844864
25 0 1346.01741838 1.31860458227
25 1 1369.34490564 1.58020703057
25 2 1399.40519156 2.04601409284
26 0 1403.5799022 2.22029419251
