n l nu dnu
13 1 2598.38349518 0.588930971174
14 1 2774.02257403 1.12950118521
15 1 2945.51465181 0.174796956987
16 0 3035.59834241 0.152819169864
16 1 3117.85702049 0.13616411132
16 2 3196.23333897 0.655304455845
17 0 3207.0969515 0.113306722612
17 1 3289.78679165 0.085381332088
17 2 3369.65793372 0.363673651676
18 0 3379.36763931 0.0817260650742
18 1 3462.13300567 0.0700789385769
18 2 3542.20003263 0.245928123605
19 0 3551.64830171 0.0716555620972
19 1 3635.36065763 0.0666677131599
19 2 3714.75021773 0.169769022403
20 0 3724.28709494 0.0598254798124
20 1 3808.11186574 0.0769476874871
20 2 3888.75730197 0.172895253967
21 0 3897.2886574 0.0852799206882
21 1 3981.22024022 0.0927397666405
21 2 4061.81327253 0.151013507373
22 0 4070.35749431 0.0866667722671
22 1 4154.53837551 0.0982679152894
22 2 4234.77993254 0.256177939189
23 0 4243.87985003 0.100700324383
23 1 4328.1845516 0.144582054148
23 2 4411.17043124 0.496163259932
24 0 4417.59908676 0.192987434784
24 1 4502.34701305 0.168688734844
24 2 4586.69141157 0.751255993716
25 0 4592.83433385 0.30610113887
25 1 4677.23770887 0.216795586472
25 2 4761.52420681 1.15075937971
26 0 4766.43550485 0.384255148087
26 1 4851.57981076 0.378157893908
26 2 4938.47618549 0.720941690606
27 0 4941.06382251 0.569888776476
27 1 5028.83630555 0.679177768703
27 2 5111.8689779 1.08006272761
28 0 5117.76835496 0.742857648052
28 1 5199.58948529 0.853596000986
28 2 5284.77005007 1.28040966299
29 0 5290.19741305 0.927684826524
29 1 5378.16460302 0.730111471586
30 1 5551.01661272 0.781712156089
31 1 5729.69285433 0.615970903812
