n l nu dnu
14 0 1848.95208608 3.32306692692
14 2 1958.69558842 0.312363366251
15 0 1969.86022107 0.161891912505
15 1 2025.18178329 0.147143816488
15 2 2077.46079613 0.641880795426
16 0 2088.92117028 0.243616115536
16 1 2144.14105023 0.17143625876
16 2 2195.88005713 0.589203538137
17 0 2207.58419989 0.378834409384
17 1 2262.37800059 0.173489217676
17 2 2314.12128479 0.373324459835
18 0 2325.38217523 0.167617198648
18 1 2380.83220862 0.100235395999
18 2 2433.84014545 0.146335460206
19 0 2444.43708554 0.125358670004
19 1 2500.82832983 0.0975713377852
19 2 2553.81301755 0.209507758624
20 0 2564.45419082 0.148071848268
20 1 2621.00734056 0.0810864461944
20 2 2674.67946389 0.149786836194
21 0 2684.63904157 0.092823744767
21 1 2741.29121612 0.0885687159298
21 2 2794.48121186 0.17004136797
22 0 2804.40730341 0.15989221703
22 1 2861.08925164 0.110185029197
22 2 2914.54579776 0.205681207739
23 0 2924.94417215 0.188415563808
23 1 2981.65836967 0.140040150937
23 2 3035.12670183 0.306225772631
24 0 3044.54187332 0.297074261345
24 1 3102.14901547 0.243441414893
24 2 3157.3582109 0.796436419834
25 0 3165.22598036 0.585797217613
25 1 3222.79557196 0.413925168519
25 2 3278.5229542 1.48075979123
26 0 3285.5645222 1.52960563718
