n l nu dnu
11 2 1033.43400023 4.01561955028
12 0 1040.72490033 0.304122181303
12 1 1076.84154154 0.484337441159
12 2 1109.00773894 1.89074008971
13 0 1111.89691302 0.920517172094
13 1 1152.95374518 0.657215288029
13 2 1186.57180044 3.48629581426
14 0 1194.34335699 0.756807309006
14 1 1230.39671106 0.540306248545
14 2 1269.49943919 1.97848816908
15 0 1273.05459237 0.589260663139
15 1 1310.40329288 0.446412429125
15 2 1345.5816461 1.49845475785
16 0 1353.43574552 0.427607671774
16 1 1389.44283816 0.4237810243
16 2 1422.25101271 2.47209314005
17 0 1431.18241456 0.373144804125
17 1 1467.37040877 0.289846787043
17 2 1502.68349956 0.919378183022
18 0 1508.24411582 0.269986038981
18 1 1545.38495376 0.225144036356
18 2 1580.30386784 0.901804167067
19 0 1586.20269764 0.231646531025
19 1 1623.70629341 0.207000112631
19 2 1658.41842188 0.940430400565
20 0 1665.60218148 0.259349778153
20 1 1703.36599804 0.213046429213
20 2 1736.64604874 0.944844204476
21 0 1745.27013967 0.237862949615
21 1 1782.81502493 0.254767921477
21 2 1818.72952284 1.29318528969
22 0 1825.34150951 0.335308398526
22 1 1863.40882092 0.296815476771
22 2 1900.33119405 1.73558149399
23 0 1905.37962917 0.397285855961
23 1 1944.17693869 0.473558022937
23 2 1981.44805213 1.48312790748
24 0 1983.93154005 0.639876219746
24 1 2023.20495322 0.626988068585
24 2 2059.3542287 2.558505178
25 0 2065.05382064 0.669682409281
25 1 2104.34253735 0.64478562742
25 2 2138.4156753 2.453249364
26 0 2144.37426199 0.800249361971
26 1 2183.33282529 0.912560398504
