n l nu dnu
10 1 853.798439951 0.274762017305
11 1 924.571554279 0.151266143448
12 0 964.921990048 0.166920889726
12 1 996.321092331 0.133600200483
12 2 1031.48122865 0.293746861027
13 0 1036.8276876 0.099257467947
13 1 1067.48985811 0.134155345417
13 2 1101.86399011 0.375917832126
14 0 1107.56988955 0.139130696976
14 1 1137.618231 0.0881916409138
14 2 1172.60275027 0.16819577824
15 0 1177.88423344 0.089417411663
15 1 1208.23597414 0.0709383932802
15 2 1244.02017958 0.113010234155
16 0 1249.2494501 0.0590199503334
16 1 1280.07327303 0.0573203922205
16 2 1316.65126488 0.0890862573367
17 0 1321.68198822 0.0583310543484
17 1 1352.5157918 0.0541659676957
17 2 1389.02558797 0.0816061618168
18 0 1393.90726207 0.057734350779
18 1 1424.57855205 0.0600654326338
18 2 1461.03574779 0.110443712066
19 0 1465.91152013 0.0771076345603
19 1 1496.67109424 0.0710242095602
19 2 1533.47158804 0.148638861057
20 0 1538.34194171 0.0915247020953
20 1 1569.12622227 0.11187472631
20 2 1606.08057398 0.219512620799
21 0 1610.71815856 0.170150761209
21 1 1642.03222779 0.157800776043
21 2 1679.27562967 0.338111987641
22 0 1683.75111354 0.364652703022
22 1 1714.60232632 0.26975650775
22 2 1752.77241663 1.16751918432
23 0 1757.57267303 0.709060899618
23 1 1788.46996802 0.577581945557
23 2 1825.7967708 1.38942704847
24 0 1829.16792734 1.26522724354
