n l nu dnu
8 1 540.181543334 0.348054707762
9 1 595.711770201 0.170588363356
10 1 649.726757429 0.186161937406
10 2 675.14121586 0.56496054425
11 0 678.84133585 0.212369035268
11 1 702.513732264 0.206861461982
11 2 728.538499357 0.446464254412
12 0 732.933959382 0.323328060721
12 1 756.715071277 0.154501860408
12 2 784.001271204 0.342297210943
13 0 788.702969108 0.219880345185
13 1 812.633597563 0.121645061859
13 2 839.81823868 0.348845157249
14 0 844.300412626 0.141988050173
14 1 867.827904327 0.104735641126
14 2 894.937475464 0.247383007214
15 0 898.597184638 0.222152155494
15 1 922.276035982 0.117672468409
15 2 949.235577778 0.283922222942
16 0 953.187315349 0.145156644306
16 1 976.646037478 0.100625652233
16 2 1004.30010763 0.220402436568
17 0 1008.33323397 0.150879282432
17 1 1032.52259282 0.103082265955
17 2 1061.02938193 0.217654074655
18 0 1064.17759586 0.163812714184
18 1 1089.01357261 0.122230577921
18 2 1116.80555562 0.29696086236
19 0 1120.95189314 0.174704098987
19 1 1145.50190483 0.120771776434
19 2 1173.7014328 0.288348596982
20 0 1177.35662111 0.196217456438
20 1 1202.144975 0.15758721409
20 2 1229.55311244 0.40456607496
21 0 1233.6364604 0.260045329119
21 1 1258.27728977 0.161637211714
21 2 1286.00023544 0.362377898715
22 0 1290.28641175 0.278269750022
22 1 1314.422801 0.213721680075
22 2 1342.12192634 0.744535329674
23 0 1346.14567878 0.356014143168
23 1 1371.60873146 0.326809090103
23 2 1396.82518239 0.553541851298
24 0 1402.46379434 0.499506463086
24 1 1428.26827016 0.371972266278
24 2 1455.87342808 1.01023151609
25 0 1460.73223389 0.898777314344
25 1 1485.69564937 0.617108567221
25 2 1511.56086985 1.15141631005
26 0 1516.15543626 2.52452288918
