n l nu dnu
13 1 1231.59578443 0.867520157108
13 2 1268.84340286 1.42245094322
14 0 1274.01872491 1.01497930832
14 1 1313.19561347 0.467675463909
14 2 1348.1133881 2.18969705874
15 0 1356.50750393 0.714729801286
15 1 1394.89130405 0.499051748209
15 2 1433.56477217 0.89802696581
16 0 1441.08583391 0.264027790572
16 1 1479.62364077 0.325656079582
16 2 1519.81421461 1.73831697863
17 0 1525.11150718 0.793972901937
17 1 1563.78913251 0.384466603989
17 2 1603.02590141 0.967901836527
18 0 1612.4718912 0.482689385962
18 1 1651.62264072 0.305072649072
18 2 1688.11695603 0.836238486993
19 0 1696.60353951 0.485777132855
19 1 1735.83355425 0.314686511924
19 2 1773.61755137 0.830933334852
20 0 1782.06328444 0.449717822502
20 1 1819.89702682 0.353081608262
20 2 1859.51584301 1.09425189634
21 0 1864.77215772 0.422340251667
21 1 1903.08040037 0.324697207209
21 2 1942.3914524 1.61575070734
22 0 1948.6133902 0.36907376949
22 1 1987.7113218 0.335531846401
22 2 2026.74151076 1.41931516162
23 0 2033.70115497 0.554740189534
23 1 2072.54227943 0.383518619526
23 2 2110.89890885 1.58178769333
24 0 2120.64156941 0.646789030855
24 1 2160.07763375 0.357601345112
24 2 2196.98020908 1.23820847162
25 0 2205.86263742 0.68786874118
25 1 2244.77928172 0.555054188884
25 2 2284.93741442 1.31937802642
26 0 2290.16584831 1.00038359724
26 1 2332.6180702 0.671829029629
26 2 2368.84529059 2.0513442741
27 0 2375.83429116 1.26250064631
27 1 2418.12325516 0.752425626461
27 2 2456.55719316 2.65043660858
28 0 2462.32154947 1.38429628826
28 1 2503.76406855 1.76646819005
28 2 2544.34277619 2.64045625934
29 0 2551.47968374 1.77193646406
29 1 2588.53678623 1.23378843653
