n l nu dnu
13 1 2246.65736205 0.939315767753
14 1 2397.23477583 0.33043283525
15 0 2476.48547438 0.222617657989
15 1 2547.45747208 0.161297739695
15 2 2614.10477889 0.415121969905
16 0 2626.36908884 0.180856429879
16 1 2696.90099481 0.128370916379
16 2 2763.04924376 0.433933799424
17 0 2774.82468251 0.11585175209
17 1 2844.82222769 0.0831874328378
17 2 2911.80612184 0.112366917005
18 0 2922.87458179 0.057797140696
18 1 2993.23945682 0.0713397152676
18 2 3060.71616797 0.132459116615
19 0 3071.21343514 0.0607107420733
19 1 3142.17061528 0.0566161755848
19 2 3209.72940277 0.107820887538
20 0 3220.09747498 0.0520353796824
19 3 3273.65005779 0.765182798667
20 1 3291.35175362 0.057054384419
20 2 3359.21545606 0.106662897534
21 0 3369.55878309 0.0560744592904
20 3 3422.62805133 0.408965896783
21 1 3440.76328966 0.0521918954248
21 2 3508.94303668 0.0960415973254
22 0 3518.64725715 0.0565212476179
21 3 3573.4149882 0.382336918988
22 1 3590.42830369 0.0590542699449
22 2 3658.4495349 0.12028702235
23 0 3667.82362777 0.0579479317996
22 3 3723.05912715 0.617384397836
23 1 3739.76627253 0.0707854087109
23 2 3808.48914737 0.173210439773
24 0 3817.57194369 0.0824082264644
23 3 3873.63754953 0.693107761563
24 1 3889.52207457 0.116352979476
24 2 3958.08588726 0.289692715048
25 0 3967.17300894 0.168440583371
24 3 4025.68276524 1.59988865887
25 1 4039.76959907 0.155154101042
25 2 4108.66470169 0.495539435573
26 0 4118.18206699 0.200913064512
26 1 4190.98257959 0.221916678676
26 2 4259.72748365 0.713330211574
27 0 4269.40757934 0.484306772002
27 1 4342.14179719 0.518569087068
27 2 4410.7943764 1.69414667763
28 0 4419.50404722 0.733203712021
28 1 4492.367847 0.883623123502
28 2 4561.92650227 3.96925362017
29 0 4570.11989879 1.60695766118
29 1 4645.40726185 1.11724099839
29 2 4712.97622454 2.52120642963
30 0 4723.52619585 1.56769415909
