n l nu dnu
13 1 1783.39449603 0.440665974099
14 0 1847.24384082 0.242512132599
14 1 1903.59160963 0.281916929407
15 0 1967.98154308 0.254739426676
15 1 2023.83791161 0.297338589343
16 0 2087.93705236 0.197728424777
16 1 2143.13311171 0.179801126479
16 2 2195.24448841 0.468721948213
17 0 2206.50601931 0.14985157584
17 1 2261.24483033 0.136047638338
17 2 2312.70661804 0.36979889949
18 0 2324.43902428 0.10627201727
18 1 2379.7790612 0.099343583609
18 2 2432.1966694 0.204279049254
19 0 2443.15210371 0.101260315329
19 1 2499.43658883 0.0924153503934
19 2 2552.4146062 0.153197718479
20 0 2563.54276912 0.0864326352848
20 1 2619.92631782 0.0901895655616
20 2 2673.13589056 0.144775268871
21 0 2683.94779551 0.0991063558411
21 1 2740.43656119 0.0869295471985
21 2 2793.38455552 0.159265363771
22 0 2804.56641911 0.0867109038106
22 1 2860.9932159 0.0954372267533
22 2 2913.83629421 0.176787400529
23 0 2924.53007199 0.0940696242828
23 1 2981.32244562 0.119700198077
23 2 3034.22539698 0.275876269942
24 0 3044.84140455 0.130453763295
24 1 3102.03291388 0.15683816402
24 2 3155.04304257 0.375937333648
25 0 3165.48234514 0.243121922864
25 1 3223.05142038 0.226149219168
25 2 3275.78929843 0.58684853978
26 0 3286.71753303 0.298040054234
26 1 3344.13669918 0.293696034711
26 2 3397.77737634 0.684220330002
27 0 3408.18717496 0.476763615238
27 1 3465.69315774 0.433312312873
27 2 3518.5722032 0.950710303285
28 0 3531.33274958 0.741348775969
28 1 3587.26979423 0.657045058027
28 2 3640.41603709 1.85263844479
29 0 3651.16070972 0.84018001735
29 1 3710.8393358 0.840400309662
29 2 3762.28195741 1.69175801095
30 0 3769.72216574 1.09591630989
30 1 3836.22548129 1.27333768086
