n l nu dnu
13 1 1424.47275667 0.597653031413
13 2 1468.21372672 2.93622551769
14 0 1476.04105446 0.684751784988
14 1 1522.27064766 0.50726063569
14 2 1570.2618754 3.14334514578
15 0 1574.68997251 0.282740781654
15 1 1618.95301431 0.377421266755
15 2 1663.71399959 1.22734220392
16 0 1670.98858518 0.260787809671
16 1 1714.03761715 0.295157944722
16 2 1757.20452452 0.828139939365
17 0 1765.96312085 0.218597479676
17 1 1809.79733623 0.277531633401
17 2 1853.24840254 0.957628325197
18 0 1861.36649864 0.261424069004
18 1 1905.28285771 0.259959466587
18 2 1949.22818878 0.449915566484
19 0 1957.85777854 0.180081488571
19 1 2002.90595163 0.147500780738
19 2 2047.89746205 0.431021940039
20 0 2055.60828431 0.170623492439
20 1 2100.4375201 0.16347332133
20 2 2145.85576095 0.529450613625
21 0 2153.19241249 0.223958639777
21 1 2198.53327363 0.204975145542
21 2 2242.52312511 0.612563663555
22 0 2250.73547972 0.258776648483
22 1 2296.79607172 0.286931247189
22 2 2342.31980712 0.903856051858
23 0 2349.16274465 0.395706487627
23 1 2394.83670531 0.42840881041
23 2 2437.86079039 0.834566481826
24 0 2446.02449779 0.48988802813
24 1 2492.57126251 0.621215452229
24 2 2536.65650276 1.9565028663
25 0 2545.31395355 0.557723988774
25 1 2591.24377619 1.0256665607
25 2 2639.83923881 1.88278817639
26 0 2646.62092932 2.45728896866
26 1 2694.11511341 1.85022538621
