n l nu dnu
10 1 598.892132821 0.309784878373
10 2 616.797566635 1.09884851699
11 0 625.998526275 0.554997237613
11 1 647.080023353 0.43100697705
11 2 670.196093921 0.896547597911
12 0 675.659420532 0.650337555288
12 1 697.406236137 0.312561939697
12 2 723.402691635 1.26217663743
13 0 726.612188269 0.73206733625
13 1 748.855495244 0.29446597078
13 2 773.993788404 0.623103480413
14 0 777.788389671 0.444723888305
14 1 800.453290238 0.263240306188
14 2 826.201661901 1.65841400275
15 0 829.579443129 0.300270827526
15 1 851.806854569 0.277445124932
15 2 876.199989561 0.729855694307
16 0 879.703895898 0.376385791035
16 1 902.172850283 0.199601519389
16 2 927.28542116 0.726896026856
17 0 931.125250927 0.276971778526
17 1 952.618248212 0.220195871189
17 2 979.337513191 0.596150283011
18 0 982.55465684 0.556941943391
18 1 1005.21392974 0.240053378098
18 2 1031.54006268 0.913593731949
19 0 1034.48669816 0.307712784233
19 1 1057.4727327 0.253740352579
19 2 1082.62664912 0.679242895394
20 0 1086.59134947 0.352937523491
20 1 1109.85101481 0.448501216641
20 2 1136.08347828 0.63292333503
21 0 1141.38286277 0.606333984071
21 1 1162.66424466 0.433155717827
21 2 1187.51969944 1.08700277025
22 0 1190.47541483 0.60537599946
22 1 1214.26258593 0.953608344987
22 2 1240.188791 1.21322291402
23 0 1242.34521791 1.55110281184
