n l nu dnu
9 1 578.276371102 0.133646784764
9 2 603.154967502 0.713438800821
10 0 607.007392631 0.152755198355
10 1 628.711045959 0.139043862081
10 2 653.424988368 0.29100515754
11 0 658.492545795 0.115928572626
11 1 680.642161206 0.200362101264
11 2 709.737967019 0.6113837116
12 0 711.168222254 0.284243513313
12 1 734.174916731 0.133774113077
12 2 761.347751334 0.203523357652
13 0 765.310369097 0.105820294876
13 1 787.746840543 0.108075888779
13 2 814.374812601 0.224546417325
14 0 818.33937981 0.149845354363
14 1 840.232781549 0.0958415496016
14 2 866.54567327 0.150258148181
15 0 870.738274499 0.10469880762
15 1 892.876251723 0.0751137920996
15 2 919.938699338 0.166338317753
16 0 923.814498662 0.0967944644917
16 1 946.573308902 0.0717608276172
16 2 973.756441124 0.161123033555
17 0 977.891127583 0.0949268144263
17 1 1000.84178723 0.0829066817414
17 2 1028.86332973 0.176511489219
18 0 1032.51809806 0.104808221592
18 1 1055.38522109 0.0865306599709
18 2 1083.40103569 0.186559163032
19 0 1086.79437208 0.140581791519
19 1 1109.58957308 0.10490667619
19 2 1137.16731513 0.297441079999
20 0 1141.10777039 0.193311129507
20 1 1163.82985023 0.123730411757
20 2 1191.84575567 0.395162287459
21 0 1194.67874965 0.230962587414
21 1 1218.27628161 0.158050908534
21 2 1246.73686784 0.450601246403
22 0 1249.75076193 0.337986524779
22 1 1273.87677398 0.226441194726
22 2 1300.98138207 0.525361294042
23 0 1304.85815041 0.365456746267
23 1 1328.72168164 0.279231565422
23 2 1356.84166331 0.896069760961
24 0 1359.72788096 0.660621304094
24 1 1383.87614719 0.4438749235
24 2 1409.31463681 1.58863982277
25 0 1415.54532606 0.958171361202
25 1 1440.86421255 0.809641731027
