n l nu dnu
13 1 1058.63786337 1.65529276696
13 2 1094.40261478 2.1864789356
14 0 1099.25753884 0.968208915822
14 1 1128.29638446 0.991999077161
14 2 1167.15532521 1.62369651271
15 0 1173.21402336 0.808588515333
15 1 1202.97917908 0.487950265623
15 2 1236.6174906 0.755112386156
16 0 1242.17706548 0.170289526295
16 1 1273.92822808 0.52426581837
16 2 1310.42771067 1.2367334704
17 0 1313.49983514 0.791206140193
17 1 1345.36938964 0.322394472499
17 2 1379.52465733 0.666365530112
18 0 1384.27690015 0.275286341148
18 1 1417.2213571 0.366505808971
18 2 1453.55351061 1.42352629917
19 0 1457.81735625 0.391757543244
19 1 1490.48925316 0.34970055128
19 2 1526.45693998 1.15730818059
20 0 1530.78051565 0.430830507467
20 1 1564.7431889 0.410219373973
20 2 1598.70595539 0.791079089764
21 0 1604.73973461 0.592029027803
21 1 1637.34929581 0.436159480769
21 2 1672.27482686 2.03629429741
22 0 1676.70177668 0.752683257732
22 1 1709.82869749 0.536258403863
22 2 1744.32348381 1.27216726111
23 0 1748.78924576 1.02483224256
23 1 1783.87179543 1.02899625119
24 1 1858.5375258 2.30065618188
