n l nu dnu
16 1 2842.26527866 0.298368702077
17 0 2923.46766161 0.387961538389
17 1 2998.76961604 0.156230990464
17 2 3071.33084534 1.41071127967
18 0 3080.05695467 0.129008389588
18 1 3155.57691897 0.125016767931
18 2 3228.66506514 0.281476789549
19 0 3237.35941907 0.0521805491587
19 1 3313.29080744 0.0872835723344
19 2 3386.16757823 0.349655551432
20 0 3394.41131138 0.111590085284
20 1 3470.81333444 0.0942987437945
20 2 3543.96876558 0.226341100271
21 0 3552.04221822 0.0746319678103
21 1 3628.19850793 0.0975555655691
21 2 3702.03117512 0.392187437587
22 0 3709.32998739 0.122584825463
22 1 3786.08472865 0.126225594603
22 2 3859.63159715 0.435773497577
23 0 3867.50884109 0.336187985189
23 1 3944.34686975 0.220133967493
24 0 4025.11625938 0.252092233873
24 1 4103.01757698 0.243456326446
25 0 4185.02116784 0.370898871218
25 1 4261.81857065 0.289801010947
26 0 4343.69912436 0.770180037332
26 1 4421.29193532 0.567552049279
