n l nu dnu
8 1 527.620903403 1.60953715586
8 2 549.851732233 2.27627483348
9 0 555.804205606 0.85207017175
9 1 578.617243189 0.61011140284
9 2 602.803226951 1.27589734862
10 0 607.337460874 0.481945267947
10 1 628.737625994 0.343795952905
10 2 651.064321118 1.19554123607
11 0 656.718799754 0.510759285244
11 1 676.907001942 0.278741512862
11 2 700.402812064 1.21675880186
12 0 703.918878356 0.484433240049
12 1 725.612297361 0.249157850298
12 2 749.855942521 0.836555435637
13 0 752.898883131 0.33123055501
13 1 774.669839758 0.229199005091
13 2 799.984228624 0.874540971561
14 0 802.435479555 0.29926424333
14 1 825.483022303 0.203090077554
14 2 851.885765544 0.497531607209
15 0 853.682532009 0.238028606414
15 1 876.933536836 0.202143899776
15 2 902.176832385 0.87238265873
16 0 905.251868123 0.273331258787
16 1 928.020797088 0.200857393476
16 2 952.765218008 0.624969426219
17 0 956.479937104 0.277296931138
17 1 978.552517196 0.213607987769
17 2 1003.69631044 0.693282283955
18 0 1007.72639795 0.321411390931
18 1 1029.14092922 0.213867335818
18 2 1053.84222417 0.900374057593
19 0 1057.12330973 0.484919098225
19 1 1079.83921844 0.225961899412
19 2 1104.81750991 0.792759413051
20 0 1107.71158865 0.359648047039
20 1 1130.64133074 0.276973768217
20 2 1155.90759523 0.865006996159
21 0 1158.56949304 0.447669458358
21 1 1181.82380853 0.302806660091
21 2 1207.65602709 0.95001794057
22 0 1210.19539246 0.409362672126
22 1 1233.48863348 0.370484413256
22 2 1258.6038814 1.00544260967
23 0 1262.88627299 0.606732398973
23 1 1285.59357983 0.425765341795
23 2 1308.48559806 0.905737105765
24 0 1315.43633303 0.697404397436
24 1 1338.34827589 0.596120384837
24 2 1362.09845697 1.92210464856
25 0 1365.45827622 0.765796128507
25 1 1389.75496165 0.762841595705
25 2 1412.94804918 1.58189193431
26 0 1419.97147641 1.1565359041
26 1 1441.71848424 1.18924530881
