n l nu dnu
15 0 2503.55018462 2.07023969422
15 2 2643.38544718 1.0947231434
16 0 2652.74183025 0.348749529418
16 1 2724.41752855 0.130238568547
16 2 2793.52586905 0.627656900203
17 0 2802.66850888 0.101228508283
17 1 2874.4382612 0.0944731799725
17 2 2943.98871563 0.937506279592
18 0 2953.08883223 0.0874224724869
18 1 3025.29723447 0.0990899005797
18 2 3095.18030417 0.491975939612
19 0 3103.71627007 0.0907430483594
19 1 3176.6342818 0.093966211871
19 2 3246.82656742 0.235410050888
20 0 3254.69393455 0.0923152691853
20 1 3327.75368171 0.0685441584744
20 2 3398.53566619 0.224590255346
21 0 3405.77713896 0.0898736850709
21 1 3479.04442707 0.0963149493757
21 2 3549.25510539 0.296133504304
22 0 3556.54899582 0.105914116399
22 1 3630.53426863 0.108725168767
22 2 3701.24618223 0.36844319477
23 0 3708.31372005 0.161038038073
23 1 3782.6282216 0.185326727533
23 2 3855.26160424 1.05683400743
24 0 3860.35420394 0.28745830644
24 1 3934.70000814 0.460617118706
24 2 4005.37832451 1.4887564464
25 0 4013.4850942 1.43907202713
25 1 4086.84553845 0.967907256491
25 2 4159.07651842 2.12023278668
26 0 4166.17258216 0.423117361625
26 1 4240.06129401 0.585871799967
27 1 4395.60821956 0.267153408612
