n l nu dnu
13 1 1625.62716537 0.217667120761
14 0 1685.91837597 0.181641005599
14 1 1734.64038761 0.148562456019
15 0 1793.39681862 0.169797279596
15 1 1842.39144573 0.166590863465
15 2 1894.30806524 0.356011330721
16 0 1900.46988971 0.196806875947
16 1 1949.69948845 0.11928513183
16 2 2001.8531872 0.255560808936
17 0 2008.43697081 0.103978023665
17 1 2058.62439559 0.0924786955413
17 2 2110.79785501 0.163864618499
18 0 2117.13085779 0.0639621710727
18 1 2167.70737545 0.0747389670923
18 2 2220.46444199 0.146833123761
19 0 2225.99843208 0.0705869474566
19 1 2276.80600227 0.0707590867348
19 2 2329.75848839 0.131174442132
20 0 2334.9783645 0.0804676100568
20 1 2386.26731324 0.0766565741083
20 2 2438.61987171 0.193049013956
21 0 2443.52286496 0.100220399102
21 1 2495.51458018 0.10524511327
21 2 2548.4182175 0.259011421241
22 0 2552.49723705 0.156283289838
22 1 2605.21176093 0.127360419423
22 2 2657.39427985 0.544053091972
23 0 2662.22573091 0.297818733249
23 1 2715.28138441 0.251718773502
23 2 2770.81084424 0.930741839692
24 0 2773.88367521 0.47136814101
24 1 2826.22360249 0.546720184607
24 2 2878.55328087 1.95303279323
25 0 2881.21192811 1.14924023263
