n l nu dnu
12 1 1297.17229591 1.83003845056
13 0 1350.54332547 0.380661358151
13 1 1391.43336284 0.331130451086
14 0 1443.62936544 0.458266190127
14 1 1483.93642375 0.173865566969
14 2 1529.46486198 0.259595116578
15 0 1534.93715285 0.130651010066
15 1 1575.39870953 0.0824845524517
15 2 1621.20436358 0.158966177188
16 0 1626.7287397 0.0707075471245
16 1 1667.57657063 0.0743826313725
16 2 1713.76182871 0.102257921594
17 0 1719.20459236 0.0552323851015
17 1 1760.68862268 0.0621743371233
17 2 1807.31480882 0.0725417771401
18 0 1812.34433451 0.0572173544223
17 3 1846.91403654 0.304271497573
18 1 1854.22658255 0.0443842194172
18 2 1900.96850576 0.0644009692663
19 0 1905.62066689 0.0643837056465
18 3 1941.56981062 0.580229895604
19 1 1947.50797702 0.0459529976096
19 2 1994.29908801 0.0707679399922
20 0 1998.77334683 0.0601748110452
19 3 2034.86661199 0.3400903975
20 1 2040.89915147 0.0661919387409
20 2 2087.77766295 0.122606272887
21 0 2091.71588224 0.0919998470272
21 1 2134.38231088 0.0935914309239
21 2 2181.79634498 0.280034849081
22 0 2185.32175269 0.206636106696
22 1 2228.57143266 0.207625775338
22 2 2276.32478731 1.14935274204
23 0 2279.64551901 0.535150875377
23 1 2321.75829702 0.421162198974
23 2 2369.96542276 1.61411673962
24 0 2372.46488056 0.528846477957
24 1 2421.07704899 0.636062469977
