n l nu dnu
9 1 627.475231843 0.587898503641
9 2 654.755334204 1.12630210718
10 0 659.991814116 0.598074289597
10 1 683.660387791 0.450741598316
10 2 709.777724112 0.981838027275
11 0 715.559654035 0.527860768617
11 1 739.857024012 0.301405797417
11 2 766.52840708 0.650404226542
12 0 770.969931727 0.322624081433
12 1 795.994339406 0.199731242124
12 2 824.84234647 0.494488086538
13 0 828.897645195 0.21403495044
13 1 854.440159294 0.18356288033
13 2 883.266681781 0.547251496667
14 0 887.813730403 0.186815967772
14 1 913.223496614 0.14761280522
14 2 940.636200023 0.401801565734
15 0 946.157974516 0.133776362767
15 1 971.073320698 0.123243991462
15 2 999.083688011 0.353878011514
16 0 1003.48016965 0.169813723958
16 1 1028.37022342 0.110434152752
16 2 1056.34004111 0.341387144136
17 0 1060.86943279 0.14238001143
17 1 1086.72096189 0.103587471359
17 2 1115.43959042 0.295585914366
18 0 1119.99726716 0.150219088603
18 1 1145.95071352 0.115900826732
18 2 1174.84136766 0.282520258766
19 0 1179.48590646 0.139039813518
19 1 1205.51597975 0.115322292455
19 2 1234.37774677 0.309169827212
20 0 1239.22345958 0.151562298466
20 1 1265.22251187 0.12019976924
20 2 1293.8420672 0.375949304004
21 0 1298.63813799 0.185571010978
21 1 1324.44497162 0.139471245843
21 2 1353.34849865 0.546105462196
22 0 1357.40078218 0.2854909858
22 1 1383.77892609 0.204863134837
22 2 1412.17786346 0.4314587152
23 0 1417.65585744 0.25751927186
23 1 1442.73615225 0.224589611076
23 2 1471.53076413 0.669676662514
24 0 1476.22070422 0.389377806486
24 1 1502.60179702 0.325625047108
24 2 1532.92821691 0.84068397729
25 0 1536.90623804 0.71428394557
25 1 1562.04946644 0.432542802795
25 2 1592.94608635 1.02036455918
26 0 1598.67344206 0.784795404925
26 1 1623.68765363 0.702242876898
26 2 1653.77922121 1.45256633097
27 0 1657.57083856 0.693654718767
27 1 1683.97763868 0.542341153189
27 2 1713.67573683 1.61778181724
28 0 1719.54395678 1.36929917386
28 1 1746.51019985 2.2949963023
