n l nu dnu
10 2 718.324926862 3.35472147772
11 0 723.698153533 1.30223956433
11 1 748.2496828 1.08299177684
11 2 776.478341748 1.60560794038
12 0 779.705591829 0.436862478855
12 1 805.277827814 0.358796696798
12 2 832.213161707 1.62016898005
13 0 836.269032116 0.306024466375
13 1 862.146860653 0.286769872594
13 2 888.957106709 2.26842042886
14 0 894.687974319 0.301322754019
14 1 922.476522507 0.253396970447
14 2 949.889923201 0.846716782891
15 0 954.992860299 0.256393971057
15 1 981.606496049 0.231700109896
15 2 1011.29835638 1.20832531046
16 0 1013.97871187 0.402959374987
16 1 1040.95111147 0.206201347913
16 2 1068.40921293 0.708338442315
17 0 1074.0704017 0.239505505899
17 1 1100.46258304 0.166691328203
17 2 1127.8204257 0.730530477015
18 0 1132.40464788 0.248007192982
18 1 1159.13277224 0.178640310157
18 2 1186.77265699 1.05410208837
19 0 1191.42784792 0.257845627644
19 1 1218.19948966 0.219705752382
19 2 1247.56281487 1.07870408142
20 0 1250.78901107 0.354300283975
20 1 1278.73182083 0.272002081354
20 2 1307.25832362 0.879202589822
21 0 1311.28551066 0.388742558706
21 1 1339.71633476 0.237014774065
21 2 1367.00239852 0.66671507674
22 0 1372.08299247 0.339901673992
22 1 1400.59140731 0.299516320504
22 2 1429.68525032 1.15937407155
23 0 1433.12415529 0.495436513811
23 1 1461.40523701 0.437807608527
23 2 1488.72719096 1.63666183072
24 0 1493.74624098 0.569413967907
24 1 1522.86918737 0.509273642866
24 2 1548.82927634 1.98156779859
25 0 1554.92275265 0.903686082395
25 1 1582.24569664 0.727955127021
25 2 1610.82829506 2.10360528751
26 0 1616.20896476 1.08110205346
26 1 1642.93535199 0.966221973687
26 2 1672.23164411 1.85811983421
27 0 1675.99538192 0.877716845727
27 1 1706.24109589 1.11914002293
27 2 1729.74788341 2.41556318273
28 0 1734.73052333 1.17690435631
28 1 1767.54099473 0.872204296664
