n l nu dnu
12 1 1631.08775193 0.286269331354
12 2 1685.79351483 0.663626297368
13 0 1695.022924 0.125754664625
13 1 1749.25334424 0.183440197647
13 2 1804.24338888 0.586778718871
14 0 1812.44446558 0.132534208526
14 1 1866.4829135 0.116681246118
14 2 1921.24650414 0.181231260589
15 0 1928.88625068 0.102804949151
15 1 1982.60676107 0.084360491494
15 2 2037.20279921 0.177064392159
16 0 2044.35684441 0.0694211703465
16 1 2098.16251879 0.0639208408286
16 2 2152.51721504 0.109311751782
17 0 2159.50293822 0.0579391474671
17 1 2214.33421668 0.068559236897
17 2 2269.11164879 0.0935975503701
18 0 2275.94878437 0.054115465583
17 3 2318.95757304 0.290444313697
18 1 2331.16322837 0.0413917785484
18 2 2386.25242305 0.0696809212034
19 0 2392.64450504 0.0424763525959
18 3 2436.78043507 0.254529833347
19 1 2448.1810886 0.0478778409029
19 2 2503.41098838 0.0663609299784
20 0 2509.67826239 0.0422236546542
19 3 2554.18086499 0.188316161111
20 1 2565.42577377 0.0432061081772
20 2 2620.5617502 0.0661461836471
21 0 2626.45779466 0.0499857646312
20 3 2671.59233638 0.259923306399
21 1 2682.24670308 0.0473448567247
21 2 2737.70668737 0.0749624559226
22 0 2743.32185893 0.0621420295518
21 3 2789.00056013 0.365468281966
22 1 2799.61302786 0.0719103457534
22 2 2855.50675569 0.120940343292
23 0 2860.68003393 0.0983411187376
22 3 2906.90457116 0.489550958487
23 1 2917.89021644 0.110124347119
23 2 2973.40012421 0.301846249201
24 0 2978.17998309 0.174512131079
24 1 3035.80948779 0.173523364591
24 2 3092.4922655 0.576898260106
25 0 3097.16960587 0.419132261528
25 1 3154.70278356 0.300112397419
25 2 3210.6535605 1.18670027951
26 0 3216.451215 0.481938735463
26 1 3273.58742648 0.472587827146
26 2 3330.03024447 2.22564886437
27 0 3336.00875074 1.06033537741
27 1 3391.76064103 1.08989028502
