n l nu dnu
13 2 1439.95565554 2.11952357184
14 0 1444.87462126 0.621215394419
14 1 1488.31980646 0.607407136728
14 2 1532.73750085 1.88706049414
15 0 1540.26914981 0.747176107036
15 1 1582.96776066 0.442605196338
15 2 1625.58172586 1.58454264657
16 0 1636.36468704 0.822638999024
16 1 1679.90488643 0.424488166137
16 2 1720.5094791 0.921059312339
17 0 1728.97107757 0.352092287444
17 1 1771.38545916 0.338680996879
17 2 1813.71146789 0.66790591961
18 0 1822.70410434 0.266646386345
18 1 1866.16989108 0.284759242709
18 2 1907.84368548 0.826170158247
19 0 1916.20170613 0.25172502578
19 1 1959.76619613 0.25311443127
19 2 2001.07570391 0.949389610622
20 0 2011.29289479 0.295228177149
20 1 2055.34701733 0.229518850085
20 2 2098.38949965 0.673324762958
21 0 2106.371918 0.241987311949
21 1 2151.2855973 0.275631981714
21 2 2193.62503626 0.511897522946
22 0 2202.03528651 0.285758305014
22 1 2247.50194443 0.326893853079
22 2 2291.54190983 1.37297473057
23 0 2298.5367035 0.457852855779
23 1 2344.49448316 0.500036224369
23 2 2383.56332318 1.68813298558
24 0 2392.36615328 0.614316254833
24 1 2437.49310683 0.512961032331
24 2 2484.10908897 2.14181966965
25 0 2491.72752511 1.77399550559
25 1 2534.71864925 0.924817959069
25 2 2578.66456493 2.62008388686
26 0 2584.16965873 1.04147569994
26 1 2633.22560281 0.952035250481
