n l nu dnu
13 0 1258.46096939 0.275593759976
13 1 1297.67622261 0.2320060352
14 0 1345.98612166 0.199402978807
14 1 1386.11269804 0.202974765078
14 2 1428.61477312 0.944374718687
15 0 1433.83009896 0.166963228484
15 1 1473.0138755 0.190431173458
15 2 1514.41967548 0.653465701971
16 0 1520.12667891 0.316287623941
16 1 1559.3225252 0.167567893412
16 2 1599.69774705 0.342684786396
17 0 1606.42800174 0.14550343636
17 1 1646.08221015 0.119793867833
17 2 1687.58456467 0.225450787131
18 0 1693.76541876 0.0862615404722
18 1 1733.98172601 0.100920444155
18 2 1775.74246423 0.23339282734
19 0 1782.13004349 0.128640413236
19 1 1822.5660848 0.105815567415
19 2 1864.12829771 0.25362141249
20 0 1870.75789331 0.101212396227
20 1 1911.52350162 0.121206383469
20 2 1953.26234296 0.261256851072
21 0 1959.04438004 0.157625389083
21 1 1999.82414017 0.152621527816
21 2 2041.60140082 0.571617263621
22 0 2047.25418838 0.227928615241
22 1 2088.6490995 0.200917706767
22 2 2129.81990182 0.538233189134
23 0 2135.46380306 0.211140863787
23 1 2177.261133 0.25568442286
23 2 2217.7967216 0.867531415969
24 0 2224.12076875 0.546643367807
24 1 2266.6287911 0.462819505117
24 2 2308.74732333 1.50506998387
25 0 2312.37136845 0.881209932292
25 1 2356.49264918 0.758945580484
25 2 2399.40368421 1.69663106866
26 0 2406.26980715 1.61567263759
26 1 2448.98624373 1.17049417336
26 2 2488.50598599 2.83019959367
27 0 2495.25367961 1.50715232859
27 1 2534.76662413 1.16231416297
