n l nu dnu
13 1 1649.82837603 0.0929800927112
13 2 1702.96450425 0.301566847842
14 0 1710.04159495 0.138811553689
14 1 1760.60294543 0.0898745847036
14 2 1812.00482832 0.183594894387
15 0 1819.68947399 0.0778482200622
15 1 1869.80577131 0.0833227930757
15 2 1921.92886911 0.161006227332
16 0 1928.37796429 0.0843646403882
16 1 1978.7942175 0.056798973901
16 2 2030.97151153 0.0953566039155
17 0 2036.98082718 0.0617407577411
17 1 2088.31879393 0.0461618150721
17 2 2141.0911161 0.0424938691549
18 0 2146.75612595 0.0364813638621
18 1 2198.46973335 0.0374952777854
18 2 2251.59734271 0.0425468698229
19 0 2257.00685734 0.0404493543444
18 3 2305.47141003 0.118552645897
19 1 2308.99821728 0.0300736040685
19 2 2362.03470732 0.035908363629
20 0 2367.08164867 0.0328900999898
19 3 2410.0828523 0.136141200599
20 1 2419.44267058 0.0308698870078
20 2 2472.38310583 0.0477281614033
21 0 2477.04256472 0.0430045503538
20 3 2520.4364271 0.184003430865
21 1 2529.65631771 0.0438251619873
21 2 2583.03232581 0.0723676444602
22 0 2587.51447021 0.0704618686893
21 3 2631.47557482 0.340461579434
22 1 2640.35677916 0.0642367388718
22 2 2693.8860087 0.119286885509
23 0 2698.22995114 0.132010667881
22 3 2743.54711723 1.25733243609
23 1 2751.33717229 0.172066903835
23 2 2806.19973698 0.727773457526
24 0 2808.72495784 0.431490264499
24 1 2862.73951259 0.460360555851
24 2 2916.97311078 1.68138509566
25 0 2920.03233643 0.861197253855
25 1 2974.73047916 0.745997796984
25 2 3026.8800188 3.39312933007
26 0 3032.28458863 1.91601160304
