n l nu dnu
10 1 561.025145263 0.322134198253
10 2 582.808115113 0.692127090438
11 0 588.395687619 0.314817985266
11 1 607.937491875 0.201936369363
11 2 629.726007989 0.461901359637
12 0 633.150358066 0.467347806215
12 1 653.52419648 0.302312330145
12 2 676.336247488 0.848047955136
13 0 679.820325767 1.16984167017
13 1 701.000449095 0.403836202676
13 2 726.050868028 1.03414556358
14 0 729.138920578 0.604921263814
14 1 750.092571094 0.340575467853
14 2 774.967003234 0.637151286202
15 0 777.950295618 0.33395261052
15 1 799.069083985 0.280964523452
15 2 823.162978855 0.501209083776
16 0 826.776298179 0.549335558713
16 1 847.466553045 0.302787706176
16 2 870.732825857 0.46317453175
17 0 874.355785435 0.234079509433
17 1 895.200343936 0.189453222856
17 2 918.472578782 0.679403945076
18 0 922.159678055 0.302502036794
18 1 943.412464037 0.278749816804
18 2 968.212312309 0.817898417858
19 0 970.099955068 0.444323725192
19 1 992.434159974 0.283725758921
19 2 1016.26961337 0.66456798591
20 0 1020.33814991 0.569786946378
20 1 1040.97648753 0.325194172658
20 2 1065.84651865 0.990825253856
21 0 1068.3157305 0.592621164873
21 1 1090.65676802 0.42538623455
21 2 1115.80598602 0.998634469772
22 0 1120.95572424 0.594637715402
22 1 1139.66459449 0.869222308704
22 2 1163.07699791 1.78660756484
23 0 1167.36997558 1.22921973593
