MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MASS,MASSUPPER,MASSLOWER,UMASS,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,R,RUPPER,RLOWER,UR,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,FIRSTREF,FIRSTURL,PLANETDISCMETH
1.47,0.11,0.11,0.11,2.9072,0.171689,0.171689,0.171689,4.48335,0.14361,0.14361,0.14361,,,,,,,,,,,,,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV
1.47,0.12,0.12,0.12,1,0,0,0,1.5,0.05,0.05,0.05,1.412,0.054,0.054,0.054,0.615,0.022,0.036000000000000004,0.029,,,,,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..197H,Transit
1.47,0.11,0.11,0.11,0.0156727,0.00241801,0.00241801,0.00241801,2.15,0.3,0.3,0.3,0.188,0.00029,0.05471,0.0275,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.47,0.22,0.16,0.19,0.0128259,0.00682795,0.00682795,0.00682795,1.78,0.69,0.3400000000000001,0.515,0.155,0.00027,0.09072999999999999,0.0455,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.47,0.13,0.12,0.125,0.00422224,0.00220087,0.00220087,0.00220087,2.04,0.37,0.33999999999999997,0.355,0.099,0.00023,0.03677,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.46,0.26,0.14,0.2,0.00819664,0.00613031,0.00613031,0.00613031,1.77,0.83,0.32999999999999996,0.58,0.12,0.00031,0.07769,0.039,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.46,0.23,0.12999999999999998,0.18,0.021628,0.00755143,0.00755143,0.00755143,1.74,0.69,0.29000000000000004,0.49,0.237,0.00032,0.13268000000000002,0.0665,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.46,0.17,0.17,0.17,2.82,0.52,0.52,0.52,2.26,0.25,0.25,0.25,1.45,0.16,0.16,0.16,0.178,0.047,0.047,0.047,1.13,0.32,0.32,0.32,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
1.452,0.093,0.093,0.093,0,10,0,5,1.63,0.15,0.15,0.15,1.43,0.13,0.13,0.13,0.472,0.113,0.113,0.113,,,,,Bourrier 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..55B,Transit
1.45,0.06,0.05,0.055,0.00991268,0.00216896,0.00216896,0.00216896,2.17,0.13,0.12,0.125,0.127,0.00022,0.017779999999999997,0.009,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.45,0.21,0.13999999999999999,0.175,0.0385876,0.018458,0.018458,0.018458,1.71,0.64,0.26,0.45,0.317,0.00084,0.18016,0.0905,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.45,0.21,0.16,0.185,0.0573636,0.0297423,0.0297423,0.0297423,1.74,0.63,0.31999999999999995,0.475,0.373,0.0005,0.2025,0.1015,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.45,0.12,0.11000000000000001,0.115,0.00752338,0.00373592,0.00373592,0.00373592,2,0.34,0.3499999999999999,0.345,0.117,0.00028,0.04172,0.021,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.45,0.23,0.18999999999999997,0.21,0.0124263,0.00917122,0.00917122,0.00917122,1.75,0.69,0.3700000000000001,0.53,0.136,0.00129,0.08671,0.044,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.45,0.05,0.05,0.05,0.563545,0.0733797,0.0733797,0.0733797,2.08,0.12,0.06,0.09,1.7,0.13,0.07,0.1,0.2253,0.2816,-0.2112,0.0352,0.14586,0.03978,0.03978,0.03978,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Transit
1.44,0.18,0.18,0.18,6.04937,0.513115,0.513115,0.513115,29.1175,0.931759,0.931759,0.931759,,,,,,,,,,,,,Lee 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A...5L,RV
1.44,0.23,0.17,0.2,0.0302544,0.0127385,0.0127385,0.0127385,1.72,0.61,0.32999999999999996,0.47,0.284,0.00018,0.15682,0.0785,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.44,0.1,0.1,0.1,2.46312,0.145939,0.145939,0.145939,2.35065,,,,,,,,,,,,,,,,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,RV
1.44,0.1,0.1,0.1,1.0348,0.0694971,0.0694971,0.0694971,2.35065,,,,,,,,,,,,,,,,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,RV
1.43,,,,11.0076,0.377471,0.377471,0.377471,1.58242,0.0531358,0.0531358,0.0531358,,,,,,,,,,,,,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,RV
1.43,0.22,0.16,0.19,0.0347934,0.0157798,0.0157798,0.0157798,1.73,0.62,0.33999999999999997,0.48,0.303,0.0005,0.1695,0.085,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.418,0.047,0.047,0.047,0.800254,0.103757,0.103757,0.103757,1.683,0.058,0.036,0.047,1.685,0.076,0.051000000000000004,0.0635,,,,,0.2,0.03,0.03,0.03,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Transit
1.41,0.08,0.08,0.08,5.6,1.2,1.2,1.2,3.3,0.3,0.3,0.3,,,,,,,,,,,,,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,RV
1.41,0.12,0.16000000000000003,0.14,0.0340314,0.0105151,0.0105151,0.0105151,2.06,0.32,0.33,0.325,0.3,0.00106,0.10093999999999999,0.051,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.41,0.13,0.13,0.13,0.017919,0.00405342,0.00405342,0.00405342,1.95,0.37,0.38,0.375,0.209,0.00041,0.08159000000000001,0.041,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.407,0.028,0.11200000000000002,0.07,2.88946,0.10205,0.10205,0.10205,1.80318,0.0583509,0.0583509,0.0583509,,,,,,,,,,,,,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,RV
1.407,0.028,0.11200000000000002,0.07,4.06407,0.34757,0.34757,0.34757,1.80318,0.0583509,0.0583509,0.0583509,,,,,,,,,,,,,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV
1.41,0.22,0.15,0.185,0.00648186,0.00463315,0.00463315,0.00463315,1.65,0.68,0.2899999999999999,0.485,0.112,0.00025,0.06675,0.0335,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.41,0.09,0.09,0.09,1.14167,0.162084,0.162084,0.162084,3.66196,0.117276,0.117276,0.117276,,,,,,,,,,,,,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV
1.41,0.11,0.14,0.125,0.0222358,0.00443321,0.00443321,0.00443321,2.06,0.28,0.26,0.27,0.241,0.00055,0.06545000000000001,0.033,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.41,0.004,0.004,0.004,13.2849,0.444146,0.444146,0.444146,2.07898,0.0670011,0.0670011,0.0670011,1.217,0.073,0.073,0.073,0.65,0.086,0.086,0.086,3.92729,1.00626,1.00626,1.00626,Johns-Krull 2008,http://adsabs.harvard.edu/abs/2008ApJ...677..657J,Transit
1.404,0.051,0.051,0.051,0.599196,0.0998597,0.0998597,0.0998597,1.625,0.081,0.061999999999999986,0.0715,1.571,0.108,0.81,0.459,,,,,0.19,0.04,0.04,0.04,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Transit
1.4,0.22,0.16,0.19,1,0.49431,0.49431,0.49431,1.66,0.67,0.30999999999999994,0.49,1.288,0.00006,0.7579400000000001,0.379,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.4,0.08,0.09000000000000001,0.085,0.0252452,0.00484069,0.00484069,0.00484069,1.57,0.2,0.15999999999999998,0.18,0.259,0.00044,0.060559999999999996,0.0305,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.4,0.14,0.10999999999999999,0.125,0.66711,0.0904267,0.0904267,0.0904267,1.51,0.14,0.14,0.14,1.32,0.14,0.14,0.14,0.58,0.22,0.11000000000000001,0.165,0.37,0.13,0.13,0.13,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.4,0.14,0.14,0.14,2.83,0.24,0.24,0.24,1.5,0.15,0.15,0.15,,,,,,,,,,,,,Borgniet 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.1994B,RV
1.4,0.2,0.2,0.2,6.1,1,1,1,38.3,1.1,1.1,1.1,,,,,,,,,,,,,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,RV
1.4,0.04,0.04,0.04,0.0750581,0.0101695,0.0101695,0.0101695,1.51,0.08,0.06999999999999999,0.075,0.425,0.00135,0.056650000000000006,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.4,0.23,0.16,0.195,0.0252452,0.0106904,0.0106904,0.0106904,1.66,0.74,0.32000000000000006,0.53,0.259,0.00039,0.16561,0.083,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.4,0.0420001,0.039999900000000005,0.041,6.62738,2.02333,2.02333,2.02333,1.49917,0.0508098,0.0508098,0.0508098,,,,,,,,,,,,,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,RV
1.394,0.06,0.05600000000000001,0.058,0.925,0.082,0.082,0.082,1.816,0.065,0.062,0.0635,1.783,0.093,0.086,0.0895,0.328,0.022,0.020999999999999998,0.0215,0.213,0.03,0.027000000000000003,0.0285,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Transit
1.392,0.047,0.047,0.047,3.334,0.241769,0.241769,0.241769,1.197,0.128,0.092,0.11,1.197,0.128,0.092,0.11,,,,,2.4,0.63,0.63,0.63,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Transit
1.39,0.08,0.06999999999999999,0.075,7.3,0.4,0.4,0.4,1.75,0.08,0.06999999999999999,0.075,,,,,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit Timing Variations
1.39,0.23,0.13999999999999999,0.185,0.0223911,0.0087327,0.0087327,0.0087327,1.65,0.74,0.30000000000000004,0.52,0.242,0.00015,0.15284999999999999,0.0765,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.39,0.08,0.06999999999999999,0.075,2.5,0.3,0.3,0.3,1.75,0.08,0.06999999999999999,0.075,,,,,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
1.386,0.045,0.045,0.045,2.23603,0.0813306,0.0813306,0.0813306,1.468,0.054,0.054,0.054,1.15,0.052,0.052,0.052,,,,,1.82,0.24,0.24,0.24,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Transit
1.38,0.21,0.16,0.185,0.0158698,0.00460403,0.00460403,0.00460403,1.63,0.65,0.31999999999999995,0.485,0.19,0.00009,0.11591,0.058,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.38,0.05,0.05,0.05,2.49717,0.092747,0.092747,0.092747,1.34586,0.0491854,0.0491854,0.0491854,,,,,,,,,,,,,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,RV
1.38,0.12,0.12,0.12,1.12925,0.114048,0.114048,0.114048,4.34001,0.139389,0.139389,0.139389,,,,,,,,,,,,,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV
1.375,0.04,0.04,0.04,0.763256,0.102748,0.102748,0.102748,1.637,0.034,0.034,0.034,1.686,0.045,0.045,0.045,,,,,0.2,0.03,0.03,0.03,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Transit
1.374,0.04,0.059000000000000004,0.0495,2.11663,0.0750533,0.0750533,0.0750533,1.793,0.043,0.062,0.0525,1.431,0.0465,0.0465,0.0465,,,,,0.894,0.079,0.079,0.079,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Transit
1.37,,,,0.0465014,0.0465014,0.0465014,0.0465014,3.14,,,,0.342276,,,,,,,,,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.37,,,,0.196739,0.196739,0.196739,0.196739,3.14,,,,0.699706,,,,,,,,,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.37,0.37,0.37,0.37,9.88561,1.91175,1.91175,1.91175,42.3715,1.35589,1.35589,1.35589,,,,,,,,,,,,,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,RV
1.37,0.09,0.09,0.09,21.8549,0.991675,0.991675,0.991675,1.56,0.09,0.09,0.09,1.01,0.07,0.07,0.07,,,,,26.4,5.6,5.6,5.6,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,Transit
1.365,0.0419999,0.024000100000000003,0.033,1.32681,0.105024,0.105024,0.105024,1.40403,0.0461735,0.0461735,0.0461735,,,,,,,,,,,,,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV
1.364,,,,0.506039,0.0420374,0.0420374,0.0420374,1.91632,0.061385,0.061385,0.061385,,,,,,,,,,,,,Wittenmyer 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.5525W,RV
1.36,0.06,0.06,0.06,1.14357,0.0922395,0.0922395,0.0922395,3.92268,0.12583,0.12583,0.12583,,,,,,,,,,,,,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,RV
1.36,0.07,0.07,0.07,1.85721,0.176329,0.176329,0.176329,5.5698,0.178324,0.178324,0.178324,,,,,,,,,,,,,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV
1.36,0.16,0.13999999999999999,0.15,1,0,0,0,1.54,0.51,0.26,0.385,1.35,0.0004,0.6726000000000001,0.3365,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.36,0.12,0.1,0.11,0.0138656,0.00158811,0.00158811,0.00158811,1.72,0.35,0.31000000000000005,0.33,0.168,0.00027,0.06473,0.0325,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.36,0.38,0.38,0.38,1.48058,0.335957,0.335957,0.335957,12.5,4,4,4,,,,,,,,,,,,,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015ApJ...803....1N,RV
1.36,0.04,0.04,0.04,3.09805,0.206505,0.206505,0.206505,1.55,0.32,0.32,0.32,,,,,,,,,,,,,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,RV
1.35,0.05,0.05,0.05,1.88274,0.185035,0.185035,0.185035,20.1708,0.645468,0.645468,0.645468,,,,,,,,,,,,,Brucalassi 2014,http://adsabs.harvard.edu/abs/2014A%26A...561L...9B,RV
1.35,0.24,0.24,0.24,10.0754,1.21122,1.21122,1.21122,7.76389,0.248506,0.248506,0.248506,,,,,,,,,,,,,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,RV
1.347,0.000049446,0.125950554,0.063,0.437758,0.0385085,0.0385085,0.0385085,1.843,0.048,0.066,0.057,1.478,0.05,0.051000000000000004,0.0505,0.304,,,,0.166,0.019,0.02,0.0195,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Transit
1.341,0.054,0.039,0.0465,5.95,0.28,0.28,0.28,1.41847,0.0465888,0.0465888,0.0465888,,,,,,,,,,,,,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,RV
1.34,0.05,0.039999999999999994,0.045,1.88059,0.0738997,0.0738997,0.0738997,2.07,0.19,0.08000000000000002,0.135,1.16,0.12,0.08000000000000002,0.1,0.2112,0.0282,0.0562,0.0422,1.5912,0.3448,0.39780000000000004,0.3713,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Transit
1.34,0.08,0.08,0.08,0.52763,0.0875346,0.0875346,0.0875346,3.07498,0.0986723,0.0986723,0.0986723,,,,,,,,,,,,,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,RV
1.34,0.07,0.07,0.07,0.5,0.04,0.04,0.04,1.29,0.04,0.04,0.04,1.41,0.05,0.05,0.05,0.626,0.043,0.043,0.043,0.18,0.02,0.02,0.02,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Transit
1.34,0.02,0.02,0.02,0.803263,0.0325325,0.0325325,0.0325325,2.02418,0.0666765,0.0666765,0.0666765,,,,,,,,,,,,,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,RV
1.34,0.05,0.09000000000000001,0.07,0.0208973,0.00123734,0.00123734,0.00123734,1.99,0.06,0.07,0.065,0.232,0.0003,0.017699999999999997,0.009,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.34,0.01,0.01,0.01,0.0121473,0.000259259,0.000259259,0.000259259,1.86,0.02,0.02,0.02,0.1459,0.0034,0.0038,0.0036,0.2886,0.0077,0.010199999999999999,0.00895,0,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.34,0.21,0.13000000000000003,0.17,0.0271261,0.0113553,0.0113553,0.0113553,1.54,0.65,0.26,0.455,0.269,0.00053,0.15947,0.08,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.34,0.06,0.06,0.06,0.0302544,0.00491884,0.00491884,0.00491884,1.46,0.14,0.10999999999999999,0.125,0.284,0.00022,0.048780000000000004,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.34,0.05,0.05,0.05,0.0495748,0.010267,0.010267,0.010267,1.44,0.13,0.1,0.115,0.351,0.00141,0.06159,0.0315,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.34,0.13,0.13,0.13,2.43233,0.269188,0.269188,0.269188,2.3,0.1,0.1,0.1,,,,,,,,,,,,,Wittenmyer 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..184W,RV
1.34,0.02,0.02,0.02,12.2603,0.423881,0.423881,0.423881,2.02418,0.0666765,0.0666765,0.0666765,,,,,,,,,,,,,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...586.1394F,RV
1.335,0.03,0.03,0.03,0.368054,0.0229207,0.0229207,0.0229207,1.43364,0.0510771,0.0510771,0.0510771,,,,,,,,,,,,,Lo Curto 2013,http://arxiv.org/abs/1301.2741,RV
1.33,0.05,0.05,0.05,0.757277,0.149139,0.149139,0.149139,1.64,0.21,0.07000000000000003,0.14,1.36,0.18,0.09000000000000002,0.135,,,,,0.661909,0.246284,0.246284,0.246284,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Transit
1.33,0.09,0.09,0.09,1.9935,0.125641,0.125641,0.125641,3.83357,0.122756,0.122756,0.122756,,,,,,,,,,,,,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV
1.33,0.1,0.1,0.1,0.714594,0.0504792,0.0504792,0.0504792,1.17028,0.0400835,0.0400835,0.0400835,,,,,,,,,,,,,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,RV
1.33,0.06,0.05,0.055,0.0214793,0.00367671,0.00367671,0.00367671,1.51,0.2,0.14999999999999997,0.175,0.236,0.00048,0.05552,0.028,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.33,0.05,0.05,0.05,11.0869,0.870355,0.870355,0.870355,2.66147,0.0853253,0.0853253,0.0853253,,,,,,,,,,,,,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV
1.33,0.09,0.09,0.09,0.883997,0.0805911,0.0805911,0.0805911,2.2,0.12,0.12,0.12,1.7,0.11,0.11,0.11,0.164,0.003,0.003,0.003,0.18,0.04,0.04,0.04,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Transit
1.33,0.22,0.22,0.22,1.71662,0.192718,0.192718,0.192718,13.7883,0.441245,0.441245,0.441245,,,,,,,,,,,,,Lee 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.134L,RV
1.33,0.11,0.11,0.11,1.9075,0.193064,0.193064,0.193064,5.04235,0.161647,0.161647,0.161647,,,,,,,,,,,,,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV
1.327,0.043,0.035,0.039,1.40771,0.0593514,0.0593514,0.0593514,1.71,0.16,0.09,0.125,1.01,0.12,0.18,0.15,0.37312,0.061952,0.080256,0.071104,1.80336,0.49062,0.49062,0.49062,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Transit
1.32,,,,1.60254,0.0795209,0.0795209,0.0795209,,,,,1.33,0.05,0.05,0.05,,,,,0.903229,0.111296,0.111296,0.111296,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M,Transit
1.32,0.23,0.23,0.23,3.07016,,,,11,0.1,0.1,0.1,,,,,,,,,,,,,Mitchell 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A..87M,RV
1.32,0.22,0.13999999999999999,0.18,0.0181548,0.00621671,0.00621671,0.00621671,1.55,0.69,0.30000000000000004,0.495,0.211,0.00057,0.13543000000000002,0.068,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.32,0.05,0.05,0.05,0.378096,0.0316743,0.0316743,0.0316743,1.88,0.1,0.06,0.08,1.43,0.1,0.06,0.08,0.278784,0.023936,0.0352,0.029568,0.17238,0.02652,0.02652,0.02652,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Transit
1.32,0.09,0.09,0.09,3.23143,0.183829,0.183829,0.183829,1.42,0.07,0.07,0.07,1.2,0.06,0.06,0.06,0.65,0.07,0.04999999999999999,0.06,2.33,0.36,0.36,0.36,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.31,0.021,0.014000000000000002,0.0175,4.11582,0.164534,0.164534,0.164534,1.383,0.0455489,0.0455489,0.0455489,,,,,,,,,,,,,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,RV
1.31,0.13,0.13,0.13,0.68457,0.0776247,0.0776247,0.0776247,1.98284,0.113178,0.113178,0.113178,,,,,,,,,,,,,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,RV
1.31,0.11,0.11,0.11,3.50295,0.22204,0.22204,0.22204,3.8,0.4,0.4,0.4,,,,,,,,,,,,,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,RV
1.31,0.22,0.15,0.185,0.0363708,0.0180964,0.0180964,0.0180964,1.51,0.65,0.29999999999999993,0.475,0.309,0.00044,0.19356,0.097,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.31,0.021,0.014000000000000002,0.0175,1.91855,0.0881288,0.0881288,0.0881288,1.383,0.0455489,0.0455489,0.0455489,,,,,,,,,,,,,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,RV
1.31,0.021,0.014000000000000002,0.0175,0.669277,0.0256386,0.0256386,0.0256386,1.383,0.0455489,0.0455489,0.0455489,,,,,,,,,,,,,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,RV
1.31,0.22,0.12999999999999998,0.175,0.0109866,0.00815334,0.00815334,0.00815334,1.5,0.69,0.26,0.475,0.131,0.00042,0.08458,0.0425,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.31,0.11,0.11,0.11,0.96903,0.0732546,0.0732546,0.0732546,3.8,0.4,0.4,0.4,,,,,,,,,,,,,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,RV
1.31,0.05,0.09999999999999999,0.075,7.69234,0.293081,0.293081,0.293081,1.31,0.07,0.07,0.07,1.281,0.075,0.082,0.0785,0.542,0.079,0.06000000000000001,0.0695,4.65633,0.636,0.9866,0.8113,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Transit
1.308,0.088,0.07800000000000001,0.083,8.87065,0.4059,0.4059,0.4059,1.506,0.13,0.096,0.113,1.157,0.073,0.06300000000000001,0.068,0.429,0.00417,0.11102999999999999,0.0576,7.29,1.12,1.12,1.12,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..826B,Transit
1.308,0.028,0.024999999999999998,0.0265,1.52064,0.0897487,0.0897487,0.0897487,1.828,0.07,0.03399999999999999,0.052,1.286,0.065,0.047,0.056,,,,,0.948085,0.135916,0.135916,0.135916,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,Transit
1.305,0.071,0.071,0.071,1.18,0.14,0.14,0.14,1.32,0.17,0.11999999999999997,0.145,1.2,0.15,0.11000000000000001,0.13,0.514,0.207,0.093,0.15,0.85,0.32,0.24000000000000005,0.28,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,Transit
1.32,0.1,1.5999999999999999,0.85,5.41,0.32,0.18,0.25,4.06,0.12,0.08000000000000002,0.1,1.145,0.036,0.039,0.0375,0.02794,0.00055,0.0005799999999999999,0.000565,4.46,0.37,0.29000000000000004,0.33,Ciceri 2015,http://adsabs.harvard.edu/abs/2015A%26A...573L...5C,Transit
1.32,0.1,1.5999999999999999,0.85,2.36402,1.04212,1.04212,1.04212,4.06,0.12,0.08000000000000002,0.1,,,,,0.02794,0.00055,0.0005799999999999999,0.000565,,,,,Ciceri 2015,http://adsabs.harvard.edu/abs/2015A%26A...573L...5C,RV
1.3,0.07,0.07,0.07,2.31346,0.132319,0.132319,0.132319,1.75,0.09,0.09,0.09,1.39,0.09,0.09,0.09,0.340736,0.050688,0.039424,0.045056,1.14036,0.22542,0.17237999999999998,0.1989,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Transit
1.3,0.12,0.12,0.12,1.97113,0.155373,0.155373,0.155373,4.98482,0.159781,0.159781,0.159781,,,,,,,,,,,,,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV
1.3,0.24,0.18,0.21,0.014205,0.00700457,0.00700457,0.00700457,1.48,0.65,0.31999999999999995,0.485,0.172,0.00054,0.11246,0.0565,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.3,0.06,0.05,0.055,0.383964,0.0944073,0.0944073,0.0944073,1.41,0.11,0.09999999999999999,0.105,0.852,0.0001,0.1259,0.063,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
