l n n_p n_g nu dnu
0 8 8 0 317.904879372374 0.0111266707780331
0 9 9 0 352.072904421851 0.0123225516547648
0 10 10 0 385.394719783115 0.013488815192409
0 11 11 0 417.938275524022 0.0146278396433408
0 12 12 0 451.592520105279 0.0158057382036848
0 13 13 0 486.507102964862 0.0170277486037702
0 14 14 0 521.812667090951 0.0182634433481833
0 15 15 0 556.880487437238 0.0194908170603033
0 16 16 0 591.424729211189 0.0206998655223916
0 17 17 0 626.128862919715 0.02191451020219
0 18 18 0 661.187504527943 0.023141562658478
0 19 19 0 696.828031753125 0.0243889811113594
0 20 20 0 732.680401592906 0.0256438140557517
0 21 21 0 768.616507578309 0.0269015777652408
0 22 22 0 804.411305448529 0.0281543956906985
0 23 23 0 839.677201253868 0.0293887020438854
2 -11 6 17 298.188898879306 0.208732229215514
2 -10 7 17 310.905051259745 0.217633535881822
2 -9 7 16 314.715429696594 0.220300800787616
2 -8 7 15 327.962839033573 0.229573987323501
2 -7 8 15 346.132821521394 0.242292975064976
2 -6 8 14 348.622267309204 0.244035587116443
2 -5 8 13 369.945880789327 0.258962116552529
2 -4 9 13 381.524989323123 0.267067492526186
2 -3 9 12 396.601964491267 0.277621375143887
2 -2 10 12 414.260278950005 0.289982195265004
2 -1 10 11 426.359100818404 0.298451370572883
2 0 11 11 447.914956981182 0.313540469886828
2 1 11 10 459.558152140976 0.321690706498683
2 2 12 10 482.973792793673 0.338081654955571
2 3 12 9 497.410768307929 0.34818753781555
2 4 13 9 518.477173577075 0.362934021503952
2 5 13 8 542.449827046172 0.379714878932321
2 6 14 8 553.795543989538 0.387656880792677
2 7 15 8 588.272776063148 0.411790943244203
2 8 15 7 598.777244669527 0.419144071268669
2 9 16 7 623.104652965898 0.436173257076128
2 10 17 7 658.087622677119 0.460661335873983
2 11 17 6 671.058626182396 0.469741038327677
2 12 18 6 693.794542348485 0.485656179643939
2 13 19 6 729.618829845795 0.510733180892056
2 14 20 6 765.130847213211 0.535591593049247
2 15 20 5 767.400903931122 0.537180632751786
2 16 21 5 801.408586019942 0.560986010213959
2 17 22 5 836.754475961929 0.58572813317335
1 -4 6 10 291.221449269097 0.0101927507244184
1 -3 7 10 301.815647421958 0.0105635476597685
1 -2 7 9 323.818531313113 0.0113336485959589
1 -1 8 9 332.408872262551 0.0116343105291893
1 1 8 8 358.047076610645 0.0125316476813726
1 2 9 8 367.772668181085 0.012872043386338
1 3 9 7 392.420328651297 0.0137347115027954
1 4 10 7 410.816166811712 0.0143785658384099
1 5 10 6 426.561037366569 0.0149296363078299
1 6 11 6 452.353516822961 0.0158323730888036
1 7 12 6 474.048570344486 0.016591699962057
1 8 12 5 492.255662492084 0.017228948187223
1 9 13 5 515.390933471721 0.0180386826715102
1 10 14 5 544.379109571157 0.0190532688349905
1 11 15 5 572.374078979101 0.0200330927642685
1 12 15 4 586.847355294949 0.0205396574353232
1 13 16 4 612.974136221047 0.0214540947677366
1 14 17 4 645.771785835361 0.0226020125042376
1 15 18 4 679.594113954731 0.0237857939884156
1 16 18 3 710.135032855108 0.0248547261499288
1 17 19 3 722.789271822837 0.0252976245137993
1 18 20 3 752.455528408954 0.0263359434943134
1 19 21 3 787.271427801911 0.0275544999730669
1 20 22 3 822.193511859543 0.028776772915084
