l n n_p n_g nu dnu
0 9 9 0 430.39959514599 0.0150639858301096
0 10 10 0 473.195182230864 0.0165618313780803
0 11 11 0 516.727870862797 0.0180854754801979
0 12 12 0 560.371310412036 0.0196129958644213
0 13 13 0 603.628388985853 0.0211269936145048
0 14 14 0 646.354084016884 0.0226223929405909
0 15 15 0 688.867778663796 0.0241103722532329
0 16 16 0 731.707161624528 0.0256097506568585
0 17 17 0 775.254797086322 0.0271339178980213
0 18 18 0 819.560593090296 0.0286846207581604
0 19 19 0 864.399966405377 0.0302539988241882
0 20 20 0 909.41784082483 0.031829624428869
0 21 21 0 954.326592580585 0.0334014307403205
0 22 22 0 998.965618341955 0.0349637966419684
0 23 23 0 1043.30620618962 0.0365157172166366
0 24 24 0 1087.14168814679 0.0380499590851376
2 3 8 5 424.978093916465 0.297484665741526
2 4 8 4 451.986122368732 0.316390285658113
2 5 9 4 468.251928125016 0.327776349687511
2 6 10 4 512.097257276705 0.358468080093693
2 7 10 3 539.36651218263 0.377556558527841
2 8 11 3 556.188793807123 0.389332155664986
2 9 12 3 599.643732620839 0.419750612834587
2 10 13 3 642.481575132509 0.449737102592756
2 11 13 2 661.001923050556 0.462701346135389
2 12 14 2 685.244180629934 0.479670926440954
2 13 15 2 728.044598520668 0.509631218964468
2 14 16 2 771.538005874248 0.540076604111974
2 15 17 2 815.771354866919 0.571039948406843
2 16 18 2 860.41472739666 0.602290309177662
2 17 18 1 877.640009381267 0.614348006566887
2 18 19 1 905.767622614532 0.634037335830173
2 19 20 1 950.590414593719 0.665413290215604
2 20 21 1 995.206455241695 0.696644518669186
2 21 22 1 1039.52686378132 0.727668804646923
2 22 23 1 1083.43235783179 0.758402650482254
1 6 8 3 422.126073213726 0.0147744125624804
1 7 8 2 446.968744181144 0.01564390604634
1 8 9 2 478.155088936452 0.0167354281127758
1 9 10 2 505.004342684269 0.0176751519939494
1 10 11 2 541.202942878016 0.0189421030007305
1 11 12 2 582.059276753398 0.0203720746863689
1 12 13 2 622.874441926154 0.0218006054674154
1 13 13 1 654.54327692703 0.022909014692446
1 14 14 1 672.789643605367 0.0235476375261878
1 15 15 1 710.941297738012 0.0248829454208304
1 16 16 1 753.072746965227 0.0263575461437829
1 17 17 1 796.438722200918 0.0278753552770321
1 18 18 1 840.624021763673 0.0294218407617285
1 19 19 1 885.259117252271 0.0309840691038295
1 20 20 1 929.986760451751 0.0325495366158113
1 21 21 1 974.549029925717 0.0341092160474001
1 22 22 1 1018.83643719637 0.0356592753018728
1 23 22 0 1062.84166430872 0.0371994582508053
1 24 23 0 1106.42053295037 0.0387247186532629
