l n n_p n_g nu dnu
0 7 7 0 280.3686679948 0.00981290337981801
0 8 8 0 314.741502948128 0.0110159526031845
0 9 9 0 348.399025192957 0.0121939658817535
0 10 10 0 381.12271057553 0.0133392948701436
0 11 11 0 413.281314990312 0.0144648460246609
0 12 12 0 446.910156405173 0.0156418554741811
0 13 13 0 481.477169358047 0.0168517009275317
0 14 14 0 516.361211511985 0.0180726424029195
0 15 15 0 550.667345840499 0.0192733571044175
0 16 16 0 584.775606495271 0.0204671462273345
0 17 17 0 619.099100088639 0.0216684685031024
0 18 18 0 654.013737567576 0.0228904808148651
0 19 19 0 689.354082354799 0.024127392882418
0 20 20 0 724.832217518183 0.0253691276131364
0 21 21 0 760.313530880522 0.0266109735808183
0 22 22 0 795.520520393496 0.0278432182137724
2 -13 6 19 280.493596358593 0.196345517451015
2 -12 6 18 294.921707865448 0.206445195505813
2 -11 7 18 308.557787495523 0.215990451246866
2 -10 7 17 311.497188726924 0.218048032108847
2 -9 7 16 325.052536152092 0.227536775306464
2 -8 8 16 340.355638982684 0.238248947287879
2 -7 8 15 344.740040650684 0.241318028455479
2 -6 8 14 360.963804075088 0.252674662852561
2 -5 9 14 377.316375554882 0.264121462888418
2 -4 9 13 385.160091398199 0.269612063978739
2 -3 10 13 409.46570641834 0.286625994492838
2 -2 10 12 413.000667983337 0.289100467588336
2 -1 11 12 442.69501312 0.309886509184
2 0 11 11 444.720213490661 0.311304149443463
2 1 12 11 477.304041557867 0.334112829090507
2 2 12 10 479.633227955047 0.335743259568533
2 3 13 10 512.839748644382 0.358987824051067
2 4 13 9 518.6259645935 0.36303817521545
2 5 14 9 547.516123642852 0.383261286549996
2 6 14 8 565.162391071034 0.395613673749724
2 7 15 8 581.774254542673 0.407241978179871
2 8 16 8 615.959062742954 0.431171343920068
2 9 16 7 623.591428138622 0.436513999697036
2 10 17 7 650.989754443662 0.455692828110563
2 11 18 7 686.269358980338 0.480388551286237
2 12 18 6 699.069080834207 0.489348356583945
2 13 19 6 721.83423676979 0.505283965738853
2 14 20 6 757.303697512222 0.530112588258556
2 15 21 6 792.421453552706 0.554695017486894
2 16 21 5 799.582847561338 0.559707993292936
2 17 22 5 827.454436449356 0.579218105514549
1 -5 6 11 284.976731807228 0.00997418561325298
1 -4 6 10 292.662611142614 0.0102431913899915
1 -3 7 10 311.429927076374 0.0109000474476731
1 -2 7 9 324.762742481498 0.0113666959868524
1 -1 8 9 341.414207575199 0.011949497265132
1 1 8 8 358.002384221919 0.0125300834477672
1 2 9 8 377.74150619846 0.0132209527169461
1 3 9 7 391.199207267187 0.0136919722543515
1 4 10 7 416.633232411344 0.014582163134397
1 5 11 7 431.337522557278 0.0150968132895047
1 6 11 6 452.220631031426 0.0158277220860999
1 7 12 6 476.95420957623 0.016693397335168
1 8 13 6 499.320075745076 0.0174762026510777
1 9 13 5 516.852424261076 0.0180898348491377
1 10 14 5 541.349628432488 0.0189472369951371
1 11 15 5 571.179066407563 0.0199912673242647
1 12 15 4 598.809540300714 0.020958333910525
1 13 16 4 612.076403371323 0.0214226741179963
1 14 17 4 639.959977829312 0.0223985992240259
1 15 18 4 673.487344715322 0.0235720570650363
1 16 19 4 707.549194182227 0.024764221796378
1 17 19 3 738.793850416613 0.0258577847645815
1 18 20 3 751.511761093841 0.0263029116382844
1 19 21 3 779.671614185432 0.0272885064964901
1 20 22 3 813.690888241572 0.028479181088455
