l n n_p n_g nu dnu
0 7 7 0 264.705763533711 0.00926470172367989
0 8 8 0 296.339345749563 0.0103718771012347
0 9 9 0 326.709976737323 0.0114348491858063
0 10 10 0 357.586037211321 0.0125155113023962
0 11 11 0 389.30278038526 0.0136255973134841
0 12 12 0 420.927019951126 0.0147324456982894
0 13 13 0 452.047264471401 0.015821654256499
0 14 14 0 483.443801376452 0.0169205330481758
0 15 15 0 515.670847213516 0.0180484796524731
0 16 16 0 548.215860320093 0.0191875551112032
0 17 17 0 580.632641791676 0.0203221424627087
0 18 18 0 613.030787690266 0.0214560775691593
0 19 19 0 645.533367744336 0.0225936678710517
0 20 20 0 678.234054249741 0.0237381918987409
0 21 21 0 711.099407074977 0.0248884792476242
0 22 22 0 743.912219590793 0.0260369276856777
2 -27 6 33 260.806801658588 0.182564761161012
2 -26 6 32 266.892960743359 0.186825072520351
2 -25 6 31 274.405231910958 0.192083662337671
2 -24 6 30 282.189040180413 0.197532328126289
2 -23 7 30 290.832332131801 0.203582632492261
2 -22 7 29 292.966475345269 0.205076532741688
2 -21 7 28 301.063011322012 0.210744107925409
2 -20 7 27 311.661487204003 0.218163041042802
2 -19 8 27 321.819924450694 0.225273947115486
2 -18 8 26 323.874434418267 0.226712104092787
2 -17 8 25 332.915215248907 0.233040650674235
2 -16 8 24 344.605938508175 0.241224156955722
2 -15 9 24 354.291316911508 0.248003921838056
2 -14 9 23 358.609860099311 0.251026902069518
2 -13 9 22 374.043264940021 0.261830285458015
2 -12 10 22 386.010554973628 0.270207388481539
2 -11 10 21 390.889031206425 0.273622321844498
2 -10 10 20 407.876346525463 0.285513442567824
2 -9 11 20 417.893009481423 0.292525106636996
2 -8 11 19 425.413923744585 0.29778974662121
2 -7 11 18 444.786171343032 0.311350319940123
2 -6 12 18 449.320605548052 0.314524423883636
2 -5 12 17 468.185798799024 0.327730059159317
2 -4 13 17 480.568788829291 0.336398152180504
2 -3 13 16 494.947421036318 0.346463194725422
2 -2 14 16 512.755059687656 0.358928541781359
2 -1 14 15 524.424201403469 0.367096940982428
2 0 15 15 545.286603155197 0.381700622208638
2 1 15 14 555.548143490957 0.38888370044367
2 2 16 14 577.785028310224 0.404449519817157
2 3 16 13 588.806161282556 0.412164312897789
2 4 17 13 610.307535576055 0.427215274903239
2 5 17 12 627.91475399615 0.439540327797305
2 6 18 12 642.864499583356 0.450005149708349
2 7 19 12 674.684578423648 0.472279204896554
2 8 19 11 676.622222559074 0.473635555791352
2 9 20 11 708.37710799414 0.495863975595898
2 10 20 10 732.840069750019 0.512988048825013
2 11 21 10 741.328609473108 0.518930026631176
1 -13 6 19 262.234191476792 0.00917819670168771
1 -12 6 18 272.077435341613 0.00952271023695645
1 -11 7 18 279.355643528916 0.00977744752351204
1 -10 7 17 292.061591390775 0.0102221556986771
1 -9 7 16 301.779660499107 0.0105622881174687
1 -8 8 16 312.615273192076 0.0109415345617227
1 -7 8 15 323.925421045362 0.0113373897365877
1 -6 8 14 337.059898032972 0.011797096431154
1 -5 9 14 347.786720173769 0.0121725352060819
1 -4 9 13 363.756112978623 0.0127314639542518
1 -3 10 13 375.403927083497 0.0131391374479224
1 -2 10 12 391.672570767439 0.0137085399768604
1 -1 11 12 406.332973896923 0.0142216540863923
1 1 11 11 420.983465546039 0.0147344212941114
1 2 12 11 438.946402551638 0.0153631240893073
1 3 12 10 453.812156815591 0.0158834254885457
1 4 13 10 471.537098174377 0.0165037984361032
1 5 13 9 492.693367140354 0.0172442678499124
1 6 14 9 506.12909212282 0.0177145182242987
1 7 15 9 531.389569884535 0.0185986349459587
1 8 15 8 548.643656537406 0.0192025279788092
1 9 16 8 568.027436399194 0.0198809602739718
1 10 16 7 594.092187583763 0.0207932265654317
1 11 17 7 609.830953125064 0.0213440833593772
1 12 18 7 632.995645767849 0.0221548476018747
1 13 19 7 661.541153960646 0.0231539403886226
1 14 19 6 678.910873783475 0.0237618805824216
1 15 20 6 699.242757072383 0.0244734964975334
1 16 21 6 729.640790010825 0.0255374276503789
1 17 22 6 760.27380413623 0.0266095831447681
