l n n_p n_g nu dnu
0 9 9 0 431.40372582262 0.0150991304037917
0 10 10 0 474.268608122015 0.0165994012842705
0 11 11 0 517.901533102357 0.0181265536585825
0 12 12 0 561.679947206302 0.0196587981522206
0 13 13 0 605.082117439542 0.021177874110384
0 14 14 0 647.9353317312 0.022677736610592
0 15 15 0 690.555324174025 0.0241694363460909
0 16 16 0 733.488828650518 0.0256721090027681
0 17 17 0 777.11785369373 0.0271991248792805
0 18 18 0 821.495244951554 0.0287523335733044
0 19 19 0 866.414422941778 0.0303245048029622
0 20 20 0 911.537995530978 0.0319038298435842
0 21 21 0 956.578524785487 0.0334802483674921
0 22 22 0 1001.35522854004 0.0350474329989015
0 23 23 0 1045.81983678178 0.0366036942873621
0 24 24 0 1089.76779230892 0.0381418727308122
2 3 8 5 425.969501410386 0.29817865098727
2 4 8 4 447.70286627175 0.313392006390225
2 5 9 4 469.307701108461 0.328515390775923
2 6 10 4 513.250523562533 0.359275366493773
2 7 10 3 534.801658433495 0.374361160903447
2 8 11 3 557.466992688854 0.390226894882198
2 9 12 3 601.080902827431 0.420756631979202
2 10 13 3 643.990625805432 0.450793438063803
2 11 13 2 654.964798198174 0.458475358738722
2 12 14 2 686.907270968093 0.480835089677665
2 13 15 2 729.815738934823 0.510871017254376
2 14 16 2 773.390787620141 0.541373551334098
2 15 17 2 817.689620484046 0.572382734338832
2 16 18 2 862.125717198258 0.603488002038781
2 17 18 1 869.755274423993 0.608828692096795
2 18 19 1 907.836902415139 0.635485831690597
2 19 20 1 952.819771329772 0.66697383993084
2 20 21 1 997.578940709516 0.698305258496661
2 21 22 1 1042.02278663662 0.729415950645632
2 22 23 1 1086.04618715547 0.760232331008828
1 6 8 3 420.676805990027 0.0147236882096509
1 7 8 2 446.691066750589 0.0156341873362706
1 8 9 2 477.67139831933 0.0167184989411766
1 9 10 2 505.08636190423 0.017678022666648
1 10 11 2 542.068154542818 0.0189723854089986
1 11 12 2 583.164622887202 0.0204107618010521
1 12 12 1 623.740195608877 0.0218309068463107
1 13 13 1 651.31771979 0.02279612019265
1 14 14 1 672.832460086711 0.0235491361030349
1 15 15 1 712.447419625169 0.0249356596868809
1 16 16 1 754.796462028463 0.0264178761709962
1 17 17 1 798.272972050725 0.0279395540217754
1 18 18 1 842.54599952566 0.0294891099833981
1 19 19 1 887.279766238348 0.0310547918183422
1 20 20 1 932.131477304039 0.0326246017056413
1 21 21 1 976.834507141109 0.0341892077499388
1 22 21 0 1021.25695595675 0.0357439934584863
1 23 22 0 1065.38207407298 0.0372883725925542
1 24 23 0 1109.07288843046 0.0388175510950662
