l n n_p n_g nu dnu
0 9 9 0 429.430612995751 0.0150300714548513
0 10 10 0 472.15669167986 0.0165254842087951
0 11 11 0 515.587412953472 0.0180455594533715
0 12 12 0 559.095513771991 0.0195683429820197
0 13 13 0 602.208947813503 0.0210773131734726
0 14 14 0 644.806984621509 0.0225682444617528
0 15 15 0 687.211639405905 0.0240524073792067
0 16 16 0 729.956478579317 0.0255484767502761
0 17 17 0 773.426859006423 0.0270699400652248
0 18 18 0 817.665210612438 0.0286182823714353
0 19 19 0 862.424997208876 0.0301848749023106
0 20 20 0 907.33377246931 0.0317566820364259
0 21 21 0 952.10832349072 0.0333237913221752
0 22 22 0 996.610315107164 0.0348813610287507
0 23 23 0 1040.8275561607 0.0364289644656244
0 24 24 0 1084.54896781088 0.0379592138733809
2 3 8 5 424.020469142142 0.2968143283995
2 4 8 4 455.989104292255 0.319192373004579
2 5 9 4 467.241320042967 0.327068924030077
2 6 10 4 510.975934834142 0.357683154383899
2 7 10 3 543.690756309416 0.380583529416591
2 8 11 3 554.961858135665 0.388473300694966
2 9 12 3 598.238495728354 0.418766947009848
2 10 13 3 640.969582455965 0.448678707719176
2 11 13 2 666.811254834386 0.46676787838407
2 12 14 2 683.627071010938 0.478538949707657
2 13 15 2 726.304947087773 0.508413462961441
2 14 16 2 769.721586663051 0.538805110664135
2 15 17 2 813.89030558595 0.569723213910165
2 16 18 2 858.524922572101 0.600967445800471
2 17 18 1 885.257624582922 0.619680337208045
2 18 19 1 903.771955579172 0.632640368905421
2 19 20 1 948.395201372942 0.663876640961059
2 20 21 1 992.870054285812 0.695009038000068
2 21 22 1 1037.06820838181 0.725947745867269
2 22 23 1 1080.85079840237 0.756595558881658
1 6 8 3 423.336863462205 0.0148167902211772
1 7 9 3 447.323895684282 0.0156563363489499
1 8 9 2 478.625348153781 0.0167518871853823
1 9 10 2 505.017594855698 0.0176756158199494
1 10 11 2 540.374902731071 0.0189131215955875
1 11 12 2 580.960954721975 0.0203336334152691
1 12 13 2 621.856932647572 0.021764992642665
1 13 13 1 656.809391964309 0.0229883287187508
1 14 14 1 673.608827619134 0.0235763089666697
1 15 15 1 709.513290390737 0.0248329651636758
1 16 16 1 751.389943628677 0.0262986480270037
1 17 17 1 794.645250541766 0.0278125837689618
1 18 18 1 838.744008855575 0.0293560403099451
1 19 19 1 883.278116731433 0.0309147340856002
1 20 21 2 927.878200570307 0.0324757370199607
1 21 21 1 972.298726139462 0.0340304554148812
1 22 22 1 1016.4522360812 0.035575828262842
1 23 22 0 1060.33746065836 0.0371118111230425
1 24 23 0 1103.80103505251 0.0386330362268377
