l n n_p n_g nu dnu
0 9 9 0 429.106653046238 0.0150187328566183
0 10 10 0 471.807186877272 0.0165132515407045
0 11 11 0 515.200757959875 0.0180320265285956
0 12 12 0 558.660098354649 0.0195531034424127
0 13 13 0 601.721159693509 0.0210602405892728
0 14 14 0 644.270568657045 0.0225494699029966
0 15 15 0 686.63299470911 0.0240321548148189
0 16 16 0 729.343488018962 0.0255270220806637
0 17 17 0 772.788552740189 0.0270475993459066
0 18 18 0 817.004644004911 0.0285951625401719
0 19 19 0 861.735659795347 0.0301607480928372
0 20 20 0 906.603956746588 0.0317311384861306
0 21 21 0 951.32886423725 0.0332965102483037
0 22 22 0 995.780341553314 0.034852311954366
0 23 23 0 1039.95070154423 0.0363982745540482
0 24 24 0 1083.62844709508 0.0379269956483277
2 3 8 5 423.70031909459 0.296590223366213
2 4 8 4 457.259516200446 0.320081661340312
2 5 9 4 466.90633838302 0.326834436868114
2 6 10 4 510.594086705601 0.357415860693921
2 7 10 3 545.040624736517 0.381528437315562
2 8 11 3 554.553069823741 0.388187148876619
2 9 12 3 597.75516461209 0.418428615228463
2 10 13 3 640.441776387568 0.448309243471298
2 11 13 2 668.685006505817 0.468079504554072
2 12 14 2 683.068031826498 0.478147622278549
2 13 15 2 725.696252615469 0.507987376830829
2 14 16 2 769.084753581396 0.538359327506977
2 15 17 2 813.234006851932 0.569263804796353
2 16 18 2 857.853338491698 0.600497336944188
2 17 18 1 887.738268491233 0.621416787943863
2 18 19 1 903.093017804496 0.632165112463147
2 19 20 1 947.625122668842 0.663337585868189
2 20 21 1 992.047034141417 0.694432923898992
2 21 22 1 1036.19720120707 0.725338040844949
2 22 23 1 1079.93515887698 0.755954611213886
1 6 8 3 423.693482814854 0.0148292718985199
1 7 9 3 447.453125097662 0.0156608593784182
1 8 9 2 478.763954943648 0.0167567384230277
1 9 10 2 505.029093709293 0.0176760182798253
1 10 11 2 540.092528126359 0.0189032384844226
1 11 12 2 580.579091696244 0.0203202682093685
1 12 13 2 621.475576193406 0.0217516451667692
1 13 13 1 657.300497838789 0.0230055174243576
1 14 14 1 674.089164222718 0.0235931207477951
1 15 15 1 709.023392227217 0.0248158187279526
1 16 16 1 750.801573615996 0.0262780550765598
1 17 17 1 794.019003074217 0.0277906651075976
1 18 18 1 838.087688417362 0.0293330690946077
1 19 19 1 882.584713542538 0.0308904649739888
1 20 20 1 927.137678524673 0.0324498187483636
1 21 21 1 971.505984699413 0.0340027094644795
1 22 22 1 1015.6097948329 0.0355463428191516
1 23 22 0 1059.44912126444 0.0370807192442555
1 24 23 0 1102.86836894733 0.0386003929131565
