l n n_p n_g nu dnu
0 10 10 0 497.045147275887 0.0173965801546561
0 11 11 0 542.388065317027 0.018983582286096
0 12 12 0 588.423842452816 0.0205948344858486
0 13 13 0 634.769420876223 0.0222169297306678
0 14 14 0 680.929548371574 0.0238325341930051
0 15 15 0 726.551408199736 0.0254292992869907
0 16 16 0 771.689398366797 0.0270091289428379
0 17 17 0 816.894079035975 0.0285912927662591
0 18 18 0 862.738193241583 0.0301958367634554
0 19 19 0 909.344816265788 0.0318270685693026
0 20 20 0 956.476439109526 0.0334766753688334
0 21 21 0 1003.85806270135 0.0351350321945471
0 22 22 0 1051.25835147807 0.0367940423017323
0 23 23 0 1098.52819302604 0.0384484867559114
0 24 24 0 1145.49778109672 0.0400924223383853
2 6 9 3 491.951630765046 0.344366141535532
2 7 9 2 515.614213603096 0.360929949522167
2 8 10 2 537.798510249301 0.37645895717451
2 9 11 2 584.031240001486 0.40882186800104
2 10 12 2 630.547310221975 0.441383117155382
2 11 13 2 676.535048079888 0.473574533655922
2 12 13 1 683.201469429078 0.478241028600355
2 13 14 1 722.739062869808 0.505917344008866
2 14 15 1 767.910150356554 0.537537105249588
2 15 16 1 813.089235885069 0.569162465119548
2 16 17 1 858.85847996508 0.601200935975556
2 17 18 1 905.377360653821 0.633764152457674
2 18 19 1 952.423069444741 0.666696148611319
2 19 20 1 999.681776898209 0.699777243828747
2 20 21 1 1046.4632325817 0.732524262807193
2 21 21 0 1064.09826782218 0.744868787475529
2 22 22 0 1095.02258428311 0.766515808998175
2 23 23 0 1141.7463603831 0.799222452268168
2 24 24 0 1188.22305778765 0.831756140451358
1 8 9 2 472.023302345081 0.0165208155820778
1 9 9 1 507.402634493278 0.0177590922072647
1 10 10 1 532.207479878029 0.018627261795731
1 11 11 1 568.413147397369 0.0198944601589079
1 12 12 1 612.295223620436 0.0214303328267153
1 13 13 1 657.631888864101 0.0230171161102435
1 14 14 1 702.985534703138 0.0246044937146098
1 15 15 1 747.93295149729 0.0261776533024052
1 16 16 1 792.705097370265 0.0277446784079593
1 17 17 1 837.883953650592 0.0293259383777707
1 18 18 1 883.831851127863 0.0309341147894752
1 19 18 0 930.48098746807 0.0325668345613825
1 20 19 0 977.548834355218 0.0342142092024326
1 21 20 0 1024.76948259675 0.0358669318908862
1 22 21 0 1071.94158948724 0.0375179556320533
1 23 22 0 1118.93482918144 0.0391627190213504
1 24 23 0 1165.45732923095 0.0407910065230834
