l n n_p n_g nu dnu
0 7 7 0 264.610942396278 0.00926138298386974
0 8 8 0 296.231831259871 0.0103681140940955
0 9 9 0 326.616019806377 0.0114315606932232
0 10 10 0 357.404840119951 0.0125091694041983
0 11 11 0 389.103828332871 0.0136186339916505
0 12 12 0 420.797732570894 0.0147279206399813
0 13 13 0 451.911672061702 0.0158169085221596
0 14 14 0 483.28163957881 0.0169148573852583
0 15 15 0 515.504003242447 0.0180426401134856
0 16 16 0 548.039375756411 0.0191813781514744
0 17 17 0 580.504046665196 0.0203176416332819
0 18 18 0 612.927457104947 0.0214524609986731
0 19 19 0 645.395009330143 0.022588825326555
0 20 20 0 678.104188803735 0.0237336466081307
0 21 21 0 710.964079750106 0.0248837427912537
0 22 22 0 743.77376065458 0.0260320816229103
2 -27 6 33 260.13949473223 0.182097646312561
2 -26 6 32 263.120727967084 0.184184509576959
2 -25 6 31 270.172186583035 0.189120530608124
2 -24 6 30 277.934044450264 0.194553831115185
2 -23 6 29 286.822991925867 0.200776094348107
2 -22 7 29 292.506397648834 0.204754478354184
2 -21 7 28 296.855989901471 0.20779919293103
2 -20 7 27 307.141528442934 0.214999069910054
2 -19 7 26 317.201823356495 0.222041276349546
2 -18 8 26 323.263435522353 0.226284404865647
2 -17 8 25 327.766370318537 0.229436459222976
2 -16 8 24 339.48251841157 0.237637762888099
2 -15 9 24 353.017139263655 0.247111997484559
2 -14 9 23 354.485418562865 0.248139792994005
2 -13 9 22 368.734592828217 0.258114214979752
2 -12 10 22 384.58727865854 0.269211095060978
2 -11 10 21 386.321598535079 0.270425118974555
2 -10 10 20 401.519432630622 0.281063602841436
2 -9 11 20 417.174283704898 0.292021998593429
2 -8 11 19 419.148338377671 0.29340383686437
2 -7 11 18 438.153466225164 0.306707426357615
2 -6 12 18 449.042648191875 0.314329853734312
2 -5 12 17 461.417857157896 0.322992500010527
2 -4 13 17 480.340815860852 0.336238571102596
2 -3 13 16 487.861940401846 0.341503358281292
2 -2 14 16 512.430394903868 0.358701276432708
2 -1 14 15 516.806454654295 0.361764518258006
2 0 15 15 544.642322556562 0.381249625789593
2 1 15 14 547.336370803996 0.383135459562797
2 2 16 14 577.195426713762 0.404036798699634
2 3 16 13 579.925265047606 0.405947685533324
2 4 17 13 610.107362619573 0.427075153833701
2 5 17 12 618.415922344554 0.432891145641188
2 6 18 12 642.672295300184 0.449870606710129
2 7 18 11 665.7200210625 0.46600401474375
2 8 19 11 675.466407225377 0.472826485057764
2 9 20 11 708.185115530936 0.495729580871655
2 10 20 10 722.239416634196 0.505567591643937
2 11 21 10 741.10036260555 0.518770253823885
1 -12 6 18 269.985775060531 0.00944950212711858
1 -11 6 17 276.54276862221 0.00967899690177735
1 -10 7 17 288.816610681275 0.0101085813738446
1 -9 7 16 299.312709350432 0.0104759448272651
1 -8 8 16 309.73504082105 0.0108407264287368
1 -7 8 15 320.801284183181 0.0112280449464113
1 -6 8 14 334.414157378214 0.0117044955082375
1 -5 9 14 344.625991619726 0.0120619097066904
1 -4 9 13 360.799284264623 0.0126279749492618
1 -3 10 13 372.367491766524 0.0130328622118284
1 -2 10 12 388.647142108684 0.013602649973804
1 -1 11 12 403.230928711735 0.0141130825049107
1 1 11 11 417.92150058178 0.0146272525203623
1 2 12 11 436.464011581185 0.0152762404053415
1 3 12 10 449.86406942589 0.0157452424299062
1 4 13 10 469.878860712642 0.0164457601249425
1 5 13 9 488.177789314159 0.0170862226259956
1 6 14 9 503.965482768103 0.0176387918968836
1 7 14 8 528.988624809629 0.018514601868337
1 8 15 8 543.988638964821 0.0190396023637687
1 9 16 8 566.549421650539 0.0198292297577689
1 10 16 7 590.451467195759 0.0206658013518516
1 11 17 7 605.834377124503 0.0212042031993576
1 12 18 7 631.900022352494 0.0221165007823373
1 13 18 6 658.783547225696 0.0230574241528993
1 14 19 6 672.873499854871 0.0235505724949205
1 15 20 6 698.140443348297 0.0244349155171904
1 16 21 6 729.021409030193 0.0255157493160568
1 17 22 6 758.06861249552 0.0265324014373432
