l n n_p n_g nu dnu
0 7 7 0 266.032055628671 0.00931112194700348
0 8 8 0 298.337971240149 0.0104418289934052
0 9 9 0 328.929737937517 0.0115125408278131
0 10 10 0 359.411244509611 0.0125793935578364
0 11 11 0 391.196188375217 0.0136918665931326
0 12 12 0 423.448063997918 0.0148206822399271
0 13 13 0 455.341261460453 0.0159369441511159
0 14 14 0 486.824862825329 0.0170388701988865
0 15 15 0 518.952759851632 0.0181633465948071
0 16 16 0 551.746659306588 0.0193111330757306
0 17 17 0 584.793393130022 0.0204677687595508
0 18 18 0 617.814619743794 0.0216235116910328
0 19 19 0 650.636737346318 0.0227722858071211
0 20 20 0 683.546926957333 0.0239241424435066
0 21 21 0 716.545797716771 0.025079102920087
0 22 22 0 749.698363982335 0.0262394427393817
2 -23 6 29 259.876640922833 0.181913648645983
2 -22 6 28 262.63514625735 0.183844602380145
2 -21 6 27 268.912887868546 0.188239021507982
2 -20 6 26 277.396240412371 0.19417736828866
2 -19 6 25 287.767885092892 0.201437519565025
2 -18 7 25 294.373646707528 0.20606155269527
2 -17 7 24 299.581047994018 0.209706733595812
2 -16 7 23 311.658078426808 0.218160654898765
2 -15 8 23 323.306963608779 0.226314874526145
2 -14 8 22 325.875067268879 0.228112547088215
2 -13 8 21 336.00121309536 0.235200849166752
2 -12 8 20 349.727964349499 0.244809575044649
2 -11 9 20 356.158057437849 0.249310640206494
2 -10 9 19 366.604871003295 0.256623409702306
2 -9 10 19 385.471041011454 0.269829728708018
2 -8 10 18 388.008599043641 0.271606019330548
2 -7 10 17 406.653903128963 0.284657732190274
2 -6 11 17 420.170512873855 0.294119359011699
2 -5 11 16 428.874930225175 0.300212451157623
2 -4 12 16 450.658846534971 0.31546119257448
2 -3 12 15 453.040456743679 0.317128319720576
2 -2 12 14 475.955769818053 0.333169038872637
2 -1 13 14 484.027724355376 0.338819407048763
2 0 13 13 506.106163276512 0.354274314293558
2 1 14 13 516.117949493875 0.361282564645712
2 2 14 12 542.446270224228 0.379712389156959
2 3 15 12 548.922772917333 0.384245941042133
2 4 16 12 581.760614956634 0.407232430469644
2 5 16 11 585.467289415369 0.409827102590759
2 6 17 11 614.958541828899 0.430470979280229
2 7 17 10 634.621868167011 0.444235307716908
2 8 18 10 647.886111555567 0.453520278088897
2 9 19 10 680.628194673704 0.476439736271593
2 10 19 9 690.229958040412 0.483160970628288
2 11 20 9 713.783457128871 0.49964841999021
2 12 21 9 746.61106815564 0.522627747708948
2 13 21 8 752.409632637172 0.526686742846021
1 -10 6 16 265.929702630986 0.00930753959208453
1 -9 6 15 275.712419419847 0.00964993467969466
1 -8 7 15 284.386798574744 0.00995353795011604
1 -7 7 14 300.191415815008 0.0105066995535253
1 -6 7 13 308.520897181987 0.0107982314013695
1 -5 8 13 323.925644448305 0.0113373975556907
1 -4 8 12 335.931042594334 0.0117575864908017
1 -3 9 12 350.475030727538 0.0122666260754638
1 -2 9 11 364.113719174028 0.012743980171091
1 -1 10 11 379.87899426651 0.0132957647993279
1 1 10 10 395.13218556866 0.0138296264949031
1 2 11 10 411.464212199793 0.0144012474269927
1 3 11 9 430.127371687174 0.0150544580090511
1 4 12 9 445.314099846808 0.0155859934946383
1 5 12 8 466.33252909105 0.0163216385181867
1 6 13 8 483.332328711675 0.0169166315049086
1 7 14 8 503.606701708046 0.0176262345597816
1 8 14 7 523.399104719143 0.01831896866517
1 9 15 7 543.122264291239 0.0190092792501934
1 10 16 7 569.06612885519 0.0199173145099316
1 11 16 6 586.643045216778 0.0205325065825872
1 12 17 6 607.366866366171 0.021257840322816
1 13 18 6 636.972882780323 0.0222940508973113
1 14 19 6 665.140647844834 0.0232799226745692
1 15 19 5 677.721325021212 0.0237202463757424
1 16 20 5 703.23092631457 0.02461308242101
1 17 21 5 734.926116893281 0.0257224140912648
1 18 22 5 766.830954055901 0.0268390833919565
