l n n_p n_g nu dnu
0 8 8 0 300.272138723677 0.0105095248553287
0 9 9 0 331.400616790882 0.0115990215876809
0 10 10 0 362.986749598464 0.0127045362359462
0 11 11 0 395.043078068476 0.0138265077323966
0 12 12 0 426.650846872777 0.0149327796405472
0 13 13 0 458.011778204949 0.0160304122371732
0 14 14 0 489.951006960456 0.017148285243616
0 15 15 0 522.455268267711 0.0182859343893699
0 16 16 0 555.027995115142 0.01942597982903
0 17 17 0 587.499317385726 0.0205624761085004
0 18 18 0 620.096604051211 0.0217033811417924
0 19 19 0 652.980347920609 0.0228543121772213
0 20 20 0 686.007224166261 0.0240102528458191
0 21 21 0 719.035963671525 0.0251662587285034
0 22 22 0 752.087310031667 0.0263230558511083
0 23 23 0 785.155349657573 0.0274804372380151
2 -31 6 37 277.320245831458 0.19412417208202
2 -30 6 36 284.527758088548 0.199169430661983
2 -29 6 35 291.875662088405 0.204312963461884
2 -28 7 35 296.800084603401 0.207760059222381
2 -27 7 34 299.928087275669 0.209949661092969
2 -26 7 33 308.326087816296 0.215828261471407
2 -25 7 32 317.400527620379 0.222180369334266
2 -24 8 32 326.559833628115 0.22859188353968
2 -23 8 31 328.406746295063 0.229884722406544
2 -22 8 30 336.737870762041 0.235716509533429
2 -21 8 29 347.123571755642 0.242986500228949
2 -20 9 29 358.170252051333 0.250719176435933
2 -19 9 28 360.062339275228 0.252043637492659
2 -18 9 27 370.670290106611 0.259469203074627
2 -17 9 26 383.475178822263 0.268432625175584
2 -16 10 26 391.927450664202 0.274349215464941
2 -15 10 25 397.326409139355 0.278128486397549
2 -14 10 24 412.119278488055 0.288483494941638
2 -13 11 24 423.656124079576 0.296559286855703
2 -12 11 23 428.530374054915 0.29997126183844
2 -11 11 22 445.825544034439 0.312077880824107
2 -10 12 22 455.13315639335 0.318593209475345
2 -9 12 21 464.578312416014 0.32520481869121
2 -8 13 21 484.61862965016 0.339233040755112
2 -7 13 20 487.361769193623 0.341153238435536
2 -6 13 19 507.622885740735 0.355336020018514
2 -5 14 19 519.627784948257 0.36373944946378
2 -4 14 18 532.93078091378 0.373051546639646
2 -3 15 18 552.155925311107 0.386509147717775
2 -2 15 17 560.5073808764 0.39235516661348
2 -1 16 17 584.561622591004 0.409193135813703
2 0 16 16 590.368330137529 0.41325783109627
2 1 17 16 617.191988296214 0.43203439180735
2 2 17 15 623.464531626703 0.436425172138692
2 3 18 15 650.191305305356 0.455133913713749
2 4 18 14 661.12823390285 0.462789763731995
2 5 19 14 683.309557938142 0.4783166905567
2 6 19 13 703.820515016644 0.492674360511651
2 7 20 13 716.466943728402 0.501526860609881
2 8 21 13 748.91457727096 0.524240204089672
2 9 21 12 752.767017069931 0.526936911948951
2 10 22 12 782.517963839611 0.547762574687728
1 -15 6 21 278.286682725813 0.00974003389540346
1 -14 7 21 286.255037233509 0.0100189263031728
1 -13 7 20 295.730373348894 0.0103505630672113
1 -12 7 19 306.086243063561 0.0107130185072246
1 -11 8 19 316.173553144805 0.0110660743600682
1 -10 8 18 325.348415280999 0.011387194534835
1 -9 8 17 338.507141418611 0.0118477499496514
1 -8 9 17 348.832745817244 0.0122091461036035
1 -7 9 16 360.534232404574 0.0126186981341601
1 -6 9 15 375.459242915013 0.0131410735020254
1 -5 10 15 385.510057380218 0.0134928520083076
1 -4 10 14 402.110041950051 0.0140738514682518
1 -3 11 14 414.160400187573 0.0144956140065651
1 -2 11 13 430.466993114611 0.0150663447590114
1 -1 12 13 444.566321175737 0.0155598212411508
1 1 12 12 461.542564535952 0.0161539897587583
1 2 13 12 476.593679281613 0.0166807787748565
1 3 13 11 495.885195644644 0.0173559818475625
1 4 14 11 510.198484834852 0.0178569469692198
1 5 14 10 534.058079088855 0.0186920327681099
1 6 15 10 545.734007439982 0.0191006902603994
1 7 16 10 571.56511442748 0.0200047790049618
1 8 16 9 589.371406388652 0.0206279992236028
1 9 17 9 606.889717325157 0.0212411401063805
1 10 18 9 635.08576495699 0.0222280017734946
1 11 18 8 651.324969404656 0.0227963739291629
1 12 19 8 672.347696357363 0.0235321693725077
1 13 20 8 701.416557429934 0.0245495795100477
1 14 20 7 720.276945886279 0.0252096931060197
1 15 21 7 739.970983577514 0.025898984425213
1 16 22 7 769.903763848991 0.0269466317347147
