l n n_p n_g nu dnu
0 8 8 0 298.058002389381 0.0104320300836283
0 9 9 0 328.643757315809 0.0115025315060533
0 10 10 0 359.864135895472 0.0125952447563415
0 11 11 0 391.855042627943 0.013714926491978
0 12 12 0 423.328059282218 0.0148164820748776
0 13 13 0 454.44058564361 0.0159054204975263
0 14 14 0 486.202477167542 0.017017086700864
0 15 15 0 518.565011889678 0.0181497754161387
0 16 16 0 551.029627230573 0.01928603695307
0 17 17 0 583.452551037621 0.0204208392863167
0 18 18 0 615.903245020925 0.0215566135757324
0 19 19 0 648.546211720004 0.0226991174102001
0 20 20 0 681.424975604686 0.023849874146164
0 21 21 0 714.353319981224 0.0250023661993428
0 22 22 0 747.231960965568 0.0261531186337949
0 23 23 0 780.07523337352 0.0273026331680732
2 -29 6 35 268.310680174888 0.187817476122422
2 -28 6 34 275.494408459286 0.192846085921501
2 -27 6 33 282.814601397183 0.197970220978028
2 -26 7 33 290.69403111982 0.203485821783874
2 -25 7 32 294.594125880818 0.206215888116572
2 -24 7 31 299.738695041131 0.209817086528791
2 -23 7 30 309.069369455879 0.216348558619115
2 -22 7 29 318.692075699259 0.223084452989481
2 -21 8 29 325.257398023309 0.227680178616316
2 -20 8 28 328.946130167774 0.230262291117442
2 -19 8 27 339.643932337105 0.237750752635974
2 -18 8 26 351.619352330489 0.246133546631342
2 -17 9 26 356.699196031081 0.249689437221757
2 -16 9 25 364.820528102906 0.255374369672034
2 -15 9 24 378.282211499751 0.264797548049826
2 -14 10 24 388.619339680526 0.272033537776369
2 -13 10 23 392.504985371637 0.274753489760146
2 -12 10 22 407.848787486064 0.285494151240245
2 -11 11 22 420.328096738731 0.294229667717112
2 -10 11 21 425.733023810355 0.298013116667249
2 -9 11 20 445.421596800192 0.311795117760134
2 -8 12 20 451.615721409761 0.316131004986833
2 -7 12 19 466.720696462444 0.326704487523711
2 -6 13 19 483.187976637111 0.338231583645978
2 -5 13 18 488.896275590227 0.342227392913159
2 -4 14 18 512.185559781579 0.358529891847106
2 -3 14 17 515.970669172283 0.361179468420598
2 -2 14 16 539.795968060292 0.377857177642204
2 -1 15 16 548.31674046425 0.383821718324975
2 0 15 15 571.582863823552 0.400108004676486
2 1 16 15 580.77547802285 0.406542834615995
2 2 16 14 607.153286726905 0.425007300708834
2 3 17 14 613.313357224472 0.42931935005713
2 4 18 14 644.823924829579 0.451376747380705
2 5 18 13 647.16542506259 0.453015797543813
2 6 19 13 678.607469558563 0.475025228690994
2 7 19 12 689.111345458984 0.482377941821289
2 8 20 12 711.689111548218 0.498182378083753
2 9 20 11 739.127383505586 0.51738916845391
2 10 21 11 744.841726925553 0.521389208847887
2 11 22 11 777.403494817417 0.544182446372192
1 -14 6 20 269.758564519285 0.00944154975817497
1 -13 6 19 278.737256913488 0.00975580399197209
1 -12 7 19 287.437066493038 0.0100602973272563
1 -11 7 18 298.506034461701 0.0104477112061595
1 -10 7 17 308.791211784805 0.0108076924124682
1 -9 8 17 318.688892739676 0.0111541112458887
1 -8 8 16 330.921837415998 0.0115822643095599
1 -7 9 16 342.57103366078 0.0119899861781273
1 -6 9 15 353.80480754086 0.0123831682639301
1 -5 9 14 368.664576874909 0.0129032601906218
1 -4 10 14 380.196267190316 0.0133068693516611
1 -3 10 13 396.278838665102 0.0138697593532786
1 -2 11 13 409.61282670655 0.0143364489347292
1 -1 11 12 425.629328985403 0.0148970265144891
1 1 12 12 440.905102019252 0.0154316785706738
1 2 12 11 456.975621256705 0.0159941467439847
1 3 13 11 473.678201865824 0.0165787370653038
1 4 13 10 492.680526218234 0.0172438184176382
1 5 14 10 507.405818969726 0.0177592036639404
1 6 15 10 532.580856028517 0.0186403299609981
1 7 15 9 545.187531460297 0.0190815636011104
1 8 16 9 568.934461154198 0.0199127061403969
1 9 16 8 592.452980577729 0.0207358543202205
1 10 17 8 606.227236303335 0.0212179532706167
1 11 18 8 633.213310605725 0.0221624658712004
1 12 18 7 656.956453376482 0.0229934758681769
1 13 19 7 672.072500642752 0.0235225375224963
1 14 20 7 700.057183525898 0.0245020014234064
1 15 21 7 728.777963264638 0.0255072287142623
1 16 21 6 743.875587519131 0.0260356455631696
1 17 22 6 767.264070514538 0.0268542424680088
