l n n_p n_g nu dnu
0 9 9 0 433.472363318839 0.0151715327161594
0 10 10 0 476.481875467524 0.0166768656413633
0 11 11 0 520.317635109457 0.018211117228831
0 12 12 0 564.378429064467 0.0197532450172564
0 13 13 0 608.101396320676 0.0212835488712237
0 14 14 0 651.248237470043 0.0227936883114515
0 15 15 0 694.104734044595 0.0242936656915608
0 16 16 0 737.235969033114 0.025803258916159
0 17 17 0 781.038294532589 0.0273363403086406
0 18 18 0 825.570646907012 0.0288949726417454
0 19 19 0 870.654151929279 0.0304728953175248
0 20 20 0 915.990077155485 0.032059652700442
0 21 21 0 961.304302074131 0.0336456505725946
0 22 22 0 1006.3856815038 0.0352234988526329
0 23 23 0 1051.13894934083 0.0367898632269291
0 24 24 0 1095.37699758898 0.0383381949156142
2 3 8 5 427.992356872958 0.29959464981107
2 4 8 4 438.596611372353 0.307017627960647
2 5 9 4 471.496165360001 0.330047315752001
2 6 10 4 515.575744193179 0.360903020935225
2 7 10 3 525.121613193049 0.367585129235134
2 8 11 3 560.120425605099 0.392084297923569
2 9 12 3 604.063323841151 0.422844326688806
2 10 12 2 641.653354119411 0.449157347883588
2 11 13 2 647.737098365829 0.453415968856081
2 12 14 2 690.424429556701 0.483297100689691
2 13 15 2 733.543027943324 0.513480119560327
2 14 16 2 777.291576647415 0.544104103653191
2 15 17 2 821.708412124917 0.575195888487442
2 16 17 1 851.906378047351 0.596334464633145
2 17 18 1 867.095943263465 0.606967160284425
2 18 19 1 912.228306718819 0.638559814703173
2 19 20 1 957.503194730705 0.670252236311494
2 20 21 1 1002.56905803408 0.701798340623859
2 21 22 1 1047.29916495672 0.733109415469706
2 22 23 1 1091.57468225262 0.764102277576835
1 7 8 2 446.354000675171 0.015622390023631
1 8 9 2 476.681902813177 0.0166838665984612
1 9 10 2 505.51313291662 0.0176929596520817
1 10 11 2 543.880945441866 0.0190358330904653
1 11 12 2 585.351862491712 0.0204873151872099
1 12 12 1 624.390640759953 0.0218536724265984
1 13 13 1 644.099197017178 0.0225434718956012
1 14 14 1 674.559983671896 0.0236095994285164
1 15 15 1 715.737227200727 0.0250508029520254
1 16 16 1 758.451834832755 0.0265458142191464
1 17 17 1 802.14772233791 0.0280751702818268
1 18 18 1 846.601411895521 0.0296310494163432
1 19 19 1 891.532900613172 0.031203651521461
1 20 20 1 936.635014701097 0.0327822255145384
1 21 21 1 981.637653679533 0.0343573178787837
1 22 21 0 1026.36690904772 0.0359228418166701
1 23 22 0 1070.76860427937 0.0374769011497781
1 24 23 0 1114.70396797755 0.0390146388792142
