l n n_p n_g nu dnu
0 9 9 0 433.910494960707 0.0151868673236248
0 10 10 0 476.947656656193 0.0166931679829668
0 11 11 0 520.821703643569 0.0182287596275249
0 12 12 0 564.936994112605 0.0197727947939412
0 13 13 0 608.722503812163 0.0213052876334257
0 14 14 0 651.925143889347 0.0228173800361271
0 15 15 0 694.824340867769 0.0243188519303719
0 16 16 0 737.992201518994 0.0258297270531648
0 17 17 0 781.830499211729 0.0273640674724105
0 18 18 0 826.396637511595 0.0289238823129058
0 19 19 0 871.513562551625 0.0305029746893069
0 20 20 0 916.889155395003 0.0320911204388251
0 21 21 0 962.254051881905 0.0336788918158667
0 22 22 0 1007.3930873061 0.0352587580557134
0 23 23 0 1052.20218443919 0.0368270764553715
0 24 24 0 1096.50790242529 0.0383777765848852
2 3 8 5 428.404576354674 0.299883203448272
2 4 8 4 436.531686309404 0.305572180416583
2 5 9 4 471.959697923311 0.330371788546318
2 6 10 4 516.022612060622 0.361215828442436
2 7 10 3 522.970780845449 0.366079546591814
2 8 11 3 560.673060731285 0.392471142511899
2 9 12 3 604.67520923342 0.423272646463394
2 10 12 2 638.900144101392 0.447230100870974
2 11 13 2 648.301795117264 0.453811256582085
2 12 14 2 691.140141535285 0.4837980990747
2 13 15 2 734.296247758929 0.51400737343125
2 14 16 2 778.077815095233 0.544654470566663
2 15 17 2 822.512610148581 0.575758827104007
2 16 17 1 848.159866942632 0.593711906859842
2 17 18 1 867.894641886969 0.607526249320878
2 18 19 1 913.119330268003 0.639183531187602
2 19 20 1 958.446132760799 0.670912292932559
2 20 21 1 1003.56770594453 0.70249739416117
2 21 22 1 1048.35256639898 0.733846796479287
2 22 23 1 1092.67876157387 0.764875133101706
1 7 8 2 446.300706591114 0.015620524730689
1 8 9 2 476.459219577813 0.0166760726852235
1 9 10 2 505.627874539135 0.0176969756088697
1 10 11 2 544.252538227928 0.0190488388379775
1 11 12 2 585.767449664392 0.0205018607382537
1 12 12 1 624.109137401717 0.0218438198090601
1 13 13 1 642.719862065585 0.0224951951722955
1 14 14 1 675.03470833037 0.023626214791563
1 15 15 1 716.411524771562 0.0250744033670047
1 16 16 1 759.191188940322 0.0265716916129113
1 17 17 1 802.932217555644 0.0281026276144475
1 18 18 1 847.423785726036 0.0296598325004113
1 19 19 1 892.3935618663 0.0312337746653205
1 20 20 1 937.542222320638 0.0328139777812223
1 21 21 1 982.600882396672 0.0343910308838835
1 22 21 0 1027.38887149894 0.0359586105024631
1 23 22 0 1071.84460136917 0.037514561047921
1 24 23 0 1115.82944772494 0.0390540306703729
