l n n_p n_g nu dnu
0 8 8 0 324.876598291242 0.0113706809401935
0 9 9 0 360.354850894529 0.0126124197813085
0 10 10 0 394.844188257665 0.0138195465890183
0 11 11 0 428.618113424925 0.0150016339698724
0 12 12 0 462.49186599453 0.0161872153098086
0 13 13 0 497.826634969028 0.017423932223916
0 14 14 0 534.085848608529 0.0186930047012985
0 15 15 0 570.380625858767 0.0199633219050569
0 16 16 0 606.429715583974 0.0212250400454391
0 17 17 0 642.019655462405 0.0224706879411842
0 18 18 0 677.772412974791 0.0237220344541177
0 19 19 0 713.90004976288 0.0249865017417008
0 20 20 0 750.412127292379 0.0262644244552332
0 21 21 0 787.256890568988 0.0275539911699146
0 22 22 0 824.074885281518 0.0288426209848531
0 23 23 0 860.675332232113 0.030123636628124
2 -9 6 15 302.555232853633 0.211788662997543
2 -8 7 15 318.357600495315 0.22285032034672
2 -7 7 14 321.326597661496 0.224928618363047
2 -6 7 13 340.714306007893 0.238500014205525
2 -5 8 13 355.732813123923 0.249012969186746
2 -4 8 12 365.388620304086 0.25577203421286
2 -3 9 12 390.142194464141 0.273099536124899
2 -2 9 11 393.031428727767 0.275122000109437
2 -1 10 11 421.582255520453 0.295107578864317
2 0 10 10 425.315047318247 0.297720533122773
2 1 11 10 455.7106712761 0.31899746989327
2 2 11 9 459.329503856139 0.321530652699297
2 3 12 9 494.001992396084 0.345801394677259
2 4 12 8 498.239087449563 0.348767361214694
2 5 13 8 530.629268878959 0.371440488215271
2 6 13 7 550.049557255967 0.385034690079177
2 7 14 7 567.104763520036 0.396973334464025
2 8 15 7 603.189047532096 0.422232333272467
2 9 15 6 616.207094579882 0.431344966205917
2 10 16 6 638.929944234097 0.447250960963868
2 11 17 6 674.648690233913 0.472254083163739
2 12 17 5 703.11880262993 0.492183161840951
2 13 18 5 710.883362421357 0.49761835369495
2 14 19 5 747.290145164269 0.523103101614988
2 15 20 5 784.10119912327 0.548870839386289
2 16 21 5 820.483991409863 0.574338793986904
2 17 21 4 822.989047743687 0.576092333420581
2 18 22 4 857.620864841886 0.60033460538932
1 -3 6 9 297.076333126688 0.0103976716594341
1 -2 7 9 304.735806749826 0.0106657532362439
1 -1 7 8 331.429760612325 0.0116000416214314
1 1 8 8 339.185205100136 0.0118714821785048
1 2 8 7 367.693612120146 0.0128692764242051
1 3 9 7 380.309741657069 0.0133108409579974
1 4 9 6 402.514568770856 0.01408800990698
1 5 10 6 428.158183632051 0.0149855364271218
1 6 10 5 442.482207464804 0.0154868772612681
1 7 11 5 465.159162833505 0.0162805706991727
1 8 12 5 491.011910284612 0.0171854168599614
1 9 13 5 517.784455025143 0.01812245592588
1 10 13 4 536.548505535927 0.0187791976937574
1 11 14 4 559.562080918021 0.0195846728321307
1 12 15 4 591.853154609722 0.0207148604113403
1 13 16 4 625.254692083469 0.0218839142229214
1 14 16 3 653.313195833302 0.0228659618541656
1 15 17 3 666.797844581557 0.0233379245603545
1 16 18 3 697.885695745197 0.0244259993510819
1 17 19 3 732.99868505436 0.0256549539769026
1 18 20 3 768.892115000837 0.0269112240250293
1 19 21 3 804.820658882667 0.0281687230608933
1 20 21 2 838.934327058843 0.0293627014470595
1 21 22 2 856.547075119589 0.0299791476291856
