l n n_p n_g nu dnu
0 7 7 0 270.240593647767 0.00945842077767186
0 8 8 0 303.048903644442 0.0106067116275555
0 9 9 0 334.697321964974 0.0117144062687741
0 10 10 0 365.45773531856 0.0127910207361496
0 11 11 0 397.191058256879 0.0139016870389908
0 12 12 0 430.184336516435 0.0150564517780752
0 13 13 0 463.085454656631 0.0162079909129821
0 14 14 0 495.559138885481 0.0173445698609918
0 15 15 0 527.879197707821 0.0184757719197737
0 16 16 0 560.945194314497 0.0196330818010074
0 17 17 0 594.504184007941 0.0208076464402779
0 18 18 0 628.378761160117 0.0219932566406041
0 19 19 0 662.109478369638 0.0231738317429373
0 20 20 0 695.748842916096 0.0243512095020634
0 21 21 0 729.255132576834 0.0255239296401892
0 22 22 0 762.854883827349 0.0266999209339572
2 -19 6 25 265.392940029594 0.185775058020716
2 -18 6 24 270.844913894639 0.189591439726247
2 -17 6 23 281.232605365609 0.196862823755927
2 -16 6 22 290.764268492347 0.203534987944643
2 -15 7 22 298.645541345406 0.209051878941785
2 -14 7 21 302.3119478034 0.21161836346238
2 -13 7 20 315.357286411447 0.220750100488013
2 -12 8 20 330.26338636244 0.231184370453708
2 -11 8 19 331.701521628959 0.232191065140271
2 -10 8 18 348.259374111016 0.243781561877711
2 -9 9 18 361.716215593129 0.25320135091519
2 -8 9 17 366.810808394812 0.256767565876369
2 -7 9 16 385.263811655906 0.269684668159134
2 -6 10 16 393.778783662466 0.275645148563726
2 -5 10 15 404.753359295546 0.283327351506883
2 -4 11 15 426.248220706107 0.298373754494275
2 -3 11 14 428.292683537099 0.299804878475969
2 -2 11 13 455.585608907847 0.318909926235493
2 -1 12 13 460.07835904644 0.322054851332508
2 0 13 13 488.635051027519 0.342044535719264
2 1 13 12 492.668173537051 0.344867721475936
2 2 14 12 524.6460202592 0.36725221418144
2 3 14 11 527.20656188794 0.369044593321558
2 4 15 11 557.909418413961 0.390536592889773
2 5 15 10 570.504888881625 0.399353422217137
2 6 16 10 591.540099756546 0.414078069829582
2 7 16 9 618.890249752394 0.433223174826676
2 8 17 9 625.651517686042 0.43795606238023
2 9 18 9 659.157464804078 0.461410225362854
2 10 18 8 674.130289266311 0.471891202486417
2 11 19 8 692.980353317703 0.485086247322392
2 12 20 8 726.37617399735 0.508463321798145
2 13 20 7 742.438767030825 0.519707136921577
2 14 21 7 760.115189036725 0.532080632325707
1 -8 6 14 271.848420196839 0.00951469470688935
1 -7 6 13 279.667240092597 0.00978835340324091
1 -6 7 13 293.303404965024 0.0102656191737759
1 -5 7 12 309.037676545493 0.0108163186790922
1 -4 8 12 318.361396498715 0.011142648877455
1 -3 8 11 336.334167671855 0.0117716958685149
1 -2 9 11 347.320276307136 0.0121562096707498
1 -1 9 10 364.499560953295 0.0127574846333653
1 1 10 10 378.620529252605 0.0132517185238412
1 2 10 9 397.014969184454 0.0138955239214559
1 3 11 9 412.064654484814 0.0144222629069685
1 4 11 8 433.71083736464 0.0151798793077624
1 5 12 8 450.12686819544 0.0157544403868404
1 6 12 7 470.092745269525 0.0164532460844334
1 7 13 7 490.839805537438 0.0171793931938103
1 8 14 7 512.498893847417 0.0179374612846596
1 9 14 6 529.953992339147 0.0185483897318701
1 10 15 6 552.034293723113 0.0193212002803089
1 11 16 6 580.686007132398 0.0203240102496339
1 12 16 5 603.485628404808 0.0211219969941683
1 13 17 5 618.642720443529 0.0216524952155235
1 14 18 5 648.499341148487 0.0226974769401971
1 15 19 5 680.545153446252 0.0238190803706188
1 16 20 5 710.551331005442 0.0248692965851905
1 17 20 4 723.06530211369 0.0253072855739792
1 18 21 4 748.492254036844 0.0261972288912895
1 19 22 4 780.872981489423 0.0273305543521298
