l n n_p n_g nu dnu
0 8 8 0 322.133777790765 0.0112746822226768
0 9 9 0 357.10088148075 0.0124985308518262
0 10 10 0 391.104272881382 0.0136886495508484
0 11 11 0 424.387571768707 0.0148535650119047
0 12 12 0 458.072867029366 0.0160325503460278
0 13 13 0 493.334026067495 0.0172666909123623
0 14 14 0 529.187087499172 0.018521548062471
0 15 15 0 565.059381060525 0.0197770783371184
0 16 16 0 600.47977487324 0.0210167921205634
0 17 17 0 635.635418144709 0.0222472396350648
0 18 18 0 671.126227094262 0.0234894179482992
0 19 19 0 706.994722767898 0.0247448152968764
0 20 20 0 743.335774905261 0.0260167521216841
0 21 21 0 779.806976089671 0.0272932441631385
0 22 22 0 816.261894140648 0.0285691662949227
0 23 23 0 852.366749916063 0.0298328362470622
2 -10 6 16 297.764211544633 0.208434948081243
2 -9 7 16 311.403329994912 0.217982330996439
2 -8 7 15 317.776024735301 0.22244321731471
2 -7 7 14 330.041869554104 0.231029308687873
2 -6 8 14 351.144208703214 0.24580094609225
2 -5 8 13 353.400728088355 0.247380509661848
2 -4 8 12 377.105591394993 0.263973913976495
2 -3 9 12 387.106766166589 0.270974736316612
2 -2 9 11 405.145434498899 0.283601804149229
2 -1 10 11 420.664799942757 0.29446535995993
2 0 10 10 435.982313975689 0.305187619782982
2 1 11 10 454.459018964849 0.318121313275395
2 2 11 9 471.426848722779 0.329998794105945
2 3 12 9 489.827966620407 0.342879576634285
2 4 12 8 514.413116200803 0.360089181340562
2 5 13 8 525.875326640936 0.368112728648655
2 6 14 8 561.662953242703 0.393164067269892
2 7 14 7 568.244481602687 0.397771137121881
2 8 15 7 597.357501430428 0.4181502510013
2 9 16 7 632.374971367454 0.442662479957218
2 10 16 6 636.754334732659 0.445728034312861
2 11 17 6 668.058932159948 0.467641252511963
2 12 18 6 703.880349300657 0.49271624451046
2 13 18 5 726.99595151243 0.508897166058701
2 14 19 5 740.285445359695 0.518199811751786
2 15 20 5 776.712385222209 0.543698669655546
2 16 21 5 813.145455372828 0.56920181876098
2 17 22 5 848.863260996934 0.594204282697854
2 18 22 4 851.336960101699 0.595935872071189
1 -3 6 9 296.758074296789 0.0103865326003876
1 -2 7 9 312.587095325245 0.0109405483363836
1 -1 7 8 331.483567853465 0.0116019248748713
1 1 8 8 347.030255112023 0.0121460589289208
1 2 8 7 366.205007816646 0.0128171752735826
1 3 9 7 389.129865367711 0.0136195452878699
1 4 9 6 401.418133271385 0.0140496346644985
1 5 10 6 428.302421441025 0.0149905847504359
1 6 11 6 448.740642897292 0.0157059225014052
1 7 11 5 465.913151073668 0.0163069602875784
1 8 12 5 490.133845990296 0.0171546846096604
1 9 13 5 517.679378838718 0.0181187782593551
1 10 13 4 544.072139053988 0.0190425248668896
1 11 14 4 559.891343134952 0.0195961970097233
1 12 15 4 587.611107530738 0.0205663887635758
1 13 16 4 620.34217018629 0.0217119759565202
1 14 17 4 653.566701985806 0.0228748345695032
1 15 17 3 678.13818559453 0.0237348364958086
1 16 18 3 693.650096303366 0.0242777533706178
1 17 19 3 726.735781578356 0.0254357523552425
1 18 20 3 762.189817626415 0.0266766436169245
1 19 21 3 797.915337565134 0.0279270368147797
1 20 22 3 833.431879269805 0.0291701157744432
