l n n_p n_g nu dnu
0 9 9 0 431.75343422048 0.0151113701977168
0 10 10 0 474.642054711628 0.016612471914907
0 11 11 0 518.309304536197 0.0181408256587669
0 12 12 0 562.134797332105 0.0196747179066237
0 13 13 0 605.588571849697 0.0211956000147394
0 14 14 0 648.487577613006 0.0226970652164552
0 15 15 0 691.145026355471 0.0241900759224415
0 16 16 0 734.111134434692 0.0256938897052142
0 17 17 0 777.768926021669 0.0272219124107584
0 18 18 0 822.171789074345 0.0287760126176021
0 19 19 0 867.118552867272 0.0303491493503545
0 20 20 0 912.278300382312 0.0319297405133809
0 21 21 0 957.364782043251 0.0335077673715138
0 22 22 0 1002.19088895763 0.0350766811135171
0 23 23 0 1046.70127646068 0.0366345446761238
0 24 24 0 1090.69424314758 0.0381742985101655
2 3 8 5 426.315462155859 0.298420823509101
2 4 8 4 446.197024788194 0.312337917351736
2 5 9 4 469.676461963022 0.328773523374116
2 6 10 4 513.649755259453 0.359554828681617
2 7 10 3 533.192253099134 0.373234577169394
2 8 11 3 557.913174456548 0.390539222119584
2 9 12 3 601.583315686475 0.421108320980533
2 10 13 3 644.491012398635 0.451143708679045
2 11 13 2 652.869386648714 0.457008570654099
2 12 14 2 687.491882886941 0.481244318020858
2 13 15 2 730.436483420091 0.511305538394063
2 14 16 2 774.039077946412 0.541827354562488
2 15 17 2 818.359884949888 0.572851919464922
2 16 18 2 862.423248429311 0.603696273900518
2 17 18 1 867.294625873835 0.607106238111684
2 18 19 1 908.565888833704 0.635996122183592
2 19 20 1 953.600487763077 0.667520341434154
2 20 21 1 998.407885907942 0.698885520135559
2 21 22 1 1042.8970308658 0.730027921606063
2 22 23 1 1086.96463862012 0.760875247034087
1 6 8 3 420.136477472912 0.0147047767115519
1 7 8 2 446.613179049631 0.0156314612667371
1 8 9 2 477.501480058918 0.0167125518020621
1 9 10 2 505.134675176967 0.0176797136311938
1 10 11 2 542.371760807236 0.0189830116282532
1 11 12 2 583.543679150873 0.0204240287702806
1 12 12 1 623.983681221867 0.0218394288427653
1 13 13 1 650.08683015381 0.0227530390553833
1 14 14 1 673.002980057994 0.0235551043020298
1 15 15 1 712.983601152231 0.0249544260403281
1 16 16 1 755.40086436497 0.026439030252774
1 17 17 1 798.91506556779 0.0279620272948727
1 18 18 1 843.21853887318 0.0295126488605613
1 19 19 1 887.986042682089 0.0310795114938731
1 20 20 1 932.880376274658 0.032650813169613
1 21 21 1 977.632971032662 0.0342171539861432
1 22 21 0 1022.10460531774 0.0357736611861207
1 23 22 0 1066.27413496207 0.0373195947236723
1 24 23 0 1110.00847584442 0.0388502966545547
