l n n_p n_g nu dnu
0 9 9 0 436.042047427977 0.0152614716599792
0 10 10 0 479.220579721881 0.0167727202902658
0 11 11 0 523.281754875006 0.0183148614206252
0 12 12 0 567.671255277148 0.0198684939347002
0 13 13 0 611.790409508457 0.021412664332796
0 14 14 0 655.310472189358 0.0229358665266275
0 15 15 0 698.453527337643 0.0244458734568175
0 16 16 0 741.810653655296 0.0259633728779354
0 17 17 0 785.824975054885 0.027503874126921
0 18 18 0 830.561389039358 0.0290696486163775
0 19 19 0 875.848560497038 0.0306546996173963
0 20 20 0 921.422892438033 0.0322498012353312
0 21 21 0 967.04339592793 0.0338465188574775
0 22 22 0 1012.48881008645 0.0354371083530258
0 23 23 0 1057.61178674253 0.0370164125359887
0 24 24 0 1102.23013746816 0.0385780548113858
2 3 8 5 426.135307270405 0.298294715089283
2 4 8 4 430.778960746763 0.301545272522734
2 5 9 4 474.211759853704 0.331948231897593
2 6 9 3 511.663869671507 0.358164708770055
2 7 10 3 518.833621268777 0.363183534888144
2 8 11 3 563.369686218685 0.39435878035308
2 9 12 3 607.665929113034 0.425366150379124
2 10 12 2 624.923483536787 0.437446438475751
2 11 13 2 651.544410804148 0.456081087562903
2 12 14 2 694.744365014898 0.486321055510429
2 13 15 2 738.093354845134 0.516665348391594
2 14 16 2 782.038408544114 0.54742688598088
2 15 17 2 825.844538346784 0.578091176842748
2 16 17 1 830.179957874777 0.581125970512344
2 17 18 1 872.112916884587 0.610479041819211
2 18 19 1 917.613203594442 0.642329242516109
2 19 20 1 963.19847999154 0.674238935994078
2 20 21 1 1008.62156883437 0.706035098184058
2 21 22 1 1053.71024173699 0.737597169215896
2 22 23 1 1098.28438165101 0.768799067155707
1 7 8 2 446.168550988802 0.0156158992846081
1 8 9 2 475.460488215466 0.0166411170875413
1 9 10 2 506.356429830721 0.0177224750440752
1 10 11 2 546.051475352507 0.0191118016373377
1 11 12 2 587.526181301088 0.0205634163455381
1 12 12 1 619.540592273727 0.0216839207295804
1 13 13 1 639.07795458682 0.0223677284105387
1 14 14 1 677.790580033208 0.0237226703011623
1 15 15 1 719.874071918083 0.0251955925171329
1 16 16 1 762.941677822652 0.0267029587237928
1 17 17 1 806.897535274966 0.0282414137346238
1 18 18 1 851.578013516551 0.0298052304730793
1 19 20 2 896.740046641234 0.0313859016324432
1 20 20 1 942.119591205491 0.0329741856921922
1 21 21 1 987.465681181241 0.0345612988413434
1 22 21 0 1032.57389257838 0.0361400862402432
1 23 22 0 1077.33450038662 0.0377067075135318
1 24 23 0 1121.57552287805 0.0392551433007318
